gene_name,baseMean,log2FoldChange,lfcSE,padj,n_cells_trt,n_cells_ctrl,drug,concentration,Cell_Name_Vevo,plate
PSMB10,43.47903823852539,-0.1884196698665619,0.22989553213119507,0.6839829683303833,10112,13066,Perindopril (erbumine),0.05000000074505806,SW480,10
PSMB7,519.8643798828125,0.10971944034099579,0.09929124265909195,0.482315331697464,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB6,231.63766479492188,0.15253092348575592,0.09473267197608948,0.2656797766685486,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB8,23.279895782470703,-0.4451335370540619,0.3432084321975708,0.3922618329524994,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB10,25.932052612304688,-0.17215925455093384,0.27262556552886963,0.7215343713760376,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB9,24.22167205810547,0.2675921618938446,0.31262946128845215,0.6091006994247437,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB5,171.532470703125,0.13749544322490692,0.13501925766468048,0.5525230169296265,4280,13066,Auranofin,0.05000000074505806,SW480,10
PSMB6,204.28533935546875,0.08421182632446289,0.11797323077917099,0.7020246386528015,4280,13066,Auranofin,0.05000000074505806,SW480,10
PSMB8,26.996248245239258,0.12814660370349884,0.2696007490158081,0.8110364675521851,4280,13066,Auranofin,0.05000000074505806,SW480,10
PSMB10,25.834054946899414,0.0667329803109169,0.29080137610435486,0.9171949028968811,4280,13066,Auranofin,0.05000000074505806,SW480,10
PSMB5,176.8551025390625,0.1266835778951645,0.11373110860586166,0.4668228328227997,4966,13066,Belinostat,0.05000000074505806,SW480,10
PSMB6,204.9743194580078,0.18247920274734497,0.10479560494422913,0.21108999848365784,4966,13066,Belinostat,0.05000000074505806,SW480,10
PSMB10,30.314910888671875,-0.037510182708501816,0.3100069761276245,0.9517967104911804,4966,13066,Belinostat,0.05000000074505806,SW480,10
PSMB5,168.7359619140625,-0.11008992046117783,0.12568412721157074,0.6280249357223511,5252,13066,Benztropine (mesylate),0.05000000074505806,SW480,10
PSMB6,234.86158752441406,0.41410312056541443,0.11046063154935837,0.002980096498504281,5252,13066,Benztropine (mesylate),0.05000000074505806,SW480,10
PSMB5,172.67532348632812,0.28110626339912415,0.15898345410823822,0.22378948330879211,4127,13066,Bestatin (hydrochloride),0.05000000074505806,SW480,10
PSMB6,176.8129425048828,-0.07406023889780045,0.12672309577465057,0.7516608834266663,4127,13066,Bestatin (hydrochloride),0.05000000074505806,SW480,10
PSMB8,32.58201599121094,0.8284934759140015,0.2525464594364166,0.009072871878743172,4127,13066,Bestatin (hydrochloride),0.05000000074505806,SW480,10
PSMB10,28.202648162841797,0.507053554058075,0.2639169692993164,0.17970427870750427,4127,13066,Bestatin (hydrochloride),0.05000000074505806,SW480,10
PSMB7,482.97039794921875,0.02868434228003025,0.06561446189880371,0.8139132857322693,5083,13066,Bexarotene,0.05000000074505806,SW480,10
PSMB8,26.617002487182617,0.43676507472991943,0.2817321717739105,0.2908862233161926,5083,13066,Bexarotene,0.05000000074505806,SW480,10
PSMB10,28.509628295898438,-0.2602325975894928,0.27460771799087524,0.5591763257980347,5083,13066,Bexarotene,0.05000000074505806,SW480,10
PSMB7,576.6910400390625,-0.17546482384204865,0.06095650792121887,0.029620716348290443,6171,13066,Bicalutamide,0.05000000074505806,SW480,10
PSMB8,38.48358154296875,0.2467208355665207,0.2648579776287079,0.5812703371047974,6171,13066,Bicalutamide,0.05000000074505806,SW480,10
PSMB9,26.240259170532227,0.3638438284397125,0.3648936152458191,0.5524308681488037,6171,13066,Bicalutamide,0.05000000074505806,SW480,10
PSMB5,211.5029754638672,-0.20463037490844727,0.10081731528043747,0.11245335638523102,8313,13066,Binimetinib,0.05000000074505806,SW480,10
PSMB9,29.391469955444336,0.49777698516845703,0.313353955745697,0.2364477515220642,8313,13066,Binimetinib,0.05000000074505806,SW480,10
PSMB5,209.53857421875,0.1521441787481308,0.17210178077220917,0.6260578632354736,7001,13066,Brimonidine,0.05000000074505806,SW480,10
PSMB6,282.6630554199219,0.526123583316803,0.11074566841125488,5.6899072660598904e-05,7001,13066,Brimonidine,0.05000000074505806,SW480,10
PSMB8,32.75157165527344,0.4970948398113251,0.25292256474494934,0.18392392992973328,7001,13066,Brimonidine,0.05000000074505806,SW480,10
PSMB10,32.46266555786133,0.01709138974547386,0.3044443726539612,0.9825693964958191,7001,13066,Brimonidine,0.05000000074505806,SW480,10
PSMB7,451.0774230957031,0.13375985622406006,0.09106608480215073,0.324301540851593,4210,13066,Budesonide,0.05000000074505806,SW480,10
PSMB8,26.234161376953125,0.1910422146320343,0.27685752511024475,0.690871000289917,4210,13066,Budesonide,0.05000000074505806,SW480,10
PSMB9,18.804920196533203,-0.054468195885419846,0.3283626139163971,0.9342033267021179,4210,13066,Budesonide,0.05000000074505806,SW480,10
PSMB5,179.84652709960938,0.10432959347963333,0.12098401039838791,0.6345398426055908,4401,13066,Cabozantinib (S-malate),0.05000000074505806,SW480,10
PSMB6,199.37286376953125,0.08805285394191742,0.10516159981489182,0.6462901830673218,4401,13066,Cabozantinib (S-malate),0.05000000074505806,SW480,10
PSMB5,176.49305725097656,0.2617451548576355,0.11559253185987473,0.10993561893701553,4775,13066,Canagliflozin (hemihydrate),0.05000000074505806,SW480,10
PSMB6,212.8662109375,0.35274258255958557,0.09812019765377045,0.004451347514986992,4775,13066,Canagliflozin (hemihydrate),0.05000000074505806,SW480,10
PSMB8,25.831165313720703,0.3402727544307709,0.27480706572532654,0.4501619040966034,4775,13066,Canagliflozin (hemihydrate),0.05000000074505806,SW480,10
PSMB10,29.246906280517578,0.25932127237319946,0.3432859480381012,0.6764087677001953,4775,13066,Canagliflozin (hemihydrate),0.05000000074505806,SW480,10
PSMB7,433.780029296875,-0.009446894749999046,0.11123507469892502,0.9707469940185547,3709,13066,Captopril,0.05000000074505806,SW480,10
PSMB8,20.84981346130371,-0.4539719223976135,0.38975486159324646,0.47819218039512634,3709,13066,Captopril,0.05000000074505806,SW480,10
PSMB9,18.368576049804688,0.4753429591655731,0.34066566824913025,0.37435877323150635,3709,13066,Captopril,0.05000000074505806,SW480,10
PSMB5,182.2591552734375,-0.030610252171754837,0.11151827126741409,0.8900312185287476,4721,13066,Carbamazepine,0.05000000074505806,SW480,10
PSMB6,200.93756103515625,-0.11326156556606293,0.10639568418264389,0.5137891173362732,4721,13066,Carbamazepine,0.05000000074505806,SW480,10
PSMB10,29.89881706237793,-0.0703945904970169,0.3087446689605713,0.908035933971405,4721,13066,Carbamazepine,0.05000000074505806,SW480,10
PSMB7,450.0455017089844,0.012976267375051975,0.08173651248216629,0.942155659198761,3511,13066,Cinacalcet,0.05000000074505806,SW480,10
PSMB6,197.6333770751953,0.09447683393955231,0.1351516842842102,0.6964163184165955,3511,13066,Cinacalcet,0.05000000074505806,SW480,10
PSMB8,20.661741256713867,-0.6935269832611084,0.34823787212371826,0.16736987233161926,3511,13066,Cinacalcet,0.05000000074505806,SW480,10
PSMB10,26.793493270874023,0.07461197674274445,0.2776106894016266,0.897054135799408,3511,13066,Cinacalcet,0.05000000074505806,SW480,10
PSMB7,645.6837158203125,-0.028542542830109596,0.07844080030918121,0.8524390459060669,8576,13066,Citalopram (hydrobromide),0.05000000074505806,SW480,10
PSMB9,30.635774612426758,0.07712256908416748,0.4306049346923828,0.9310301542282104,8576,13066,Citalopram (hydrobromide),0.05000000074505806,SW480,10
PSMB5,173.5128936767578,0.5688015222549438,0.1641407012939453,0.006618157960474491,3831,13066,Clobetasol propionate,0.05000000074505806,SW480,10
PSMB6,194.36399841308594,0.3007289469242096,0.11008225381374359,0.043883610516786575,3831,13066,Clobetasol propionate,0.05000000074505806,SW480,10
PSMB10,24.940641403198242,-0.059512555599212646,0.34497207403182983,0.9384145140647888,3831,13066,Clobetasol propionate,0.05000000074505806,SW480,10
PSMB7,588.3028564453125,0.25760987401008606,0.06665192544460297,0.0008932501659728587,7793,13066,Clopidogrel,0.05000000074505806,SW480,10
PSMB5,182.91139221191406,-0.041402749717235565,0.14416587352752686,0.8797363638877869,5099,13066,Crizotinib (hydrochloride),0.05000000074505806,SW480,10
PSMB6,223.66505432128906,0.038466308265924454,0.09540138393640518,0.8229981064796448,5099,13066,Crizotinib (hydrochloride),0.05000000074505806,SW480,10
PSMB8,33.38486099243164,0.6889410614967346,0.28706929087638855,0.06745520234107971,5099,13066,Crizotinib (hydrochloride),0.05000000074505806,SW480,10
PSMB10,30.20354461669922,-0.2285822033882141,0.3897709250450134,0.7320994138717651,5099,13066,Crizotinib (hydrochloride),0.05000000074505806,SW480,10
PSMB7,636.0638427734375,0.14326147735118866,0.06236010789871216,0.07528255134820938,8032,13066,Cyclosporin A,0.05000000074505806,SW480,10
PSMB8,34.368499755859375,0.1269800066947937,0.23285776376724243,0.7484021186828613,8032,13066,Cyclosporin A,0.05000000074505806,SW480,10
PSMB9,26.118017196655273,-0.006975564174354076,0.2778782546520233,0.9888470768928528,8032,13066,Cyclosporin A,0.05000000074505806,SW480,10
PSMB5,238.71014404296875,-0.13126052916049957,0.09496499598026276,0.3903117775917053,7294,13066,Dapagliflozin,0.05000000074505806,SW480,10
PSMB6,255.71554565429688,-0.3112770915031433,0.09276119619607925,0.008751245215535164,7294,13066,Dapagliflozin,0.05000000074505806,SW480,10
PSMB10,37.89935302734375,-0.09145824611186981,0.2648176848888397,0.8739977478981018,7294,13066,Dapagliflozin,0.05000000074505806,SW480,10
PSMB6,247.26776123046875,0.2557034492492676,0.10853033512830734,0.06857488304376602,6852,13066,Darolutamide,0.05000000074505806,SW480,10
PSMB8,38.498836517333984,0.2658803164958954,0.2303978055715561,0.4394756853580475,6852,13066,Darolutamide,0.05000000074505806,SW480,10
PSMB10,30.04599380493164,-0.10135727375745773,0.2626810669898987,0.8285875916481018,6852,13066,Darolutamide,0.05000000074505806,SW480,10
PSMB7,530.7963256835938,0.092958964407444,0.07505322992801666,0.4284256398677826,5109,13066,Delamanid,0.05000000074505806,SW480,10
PSMB7,489.04315185546875,0.008479965850710869,0.06815284490585327,0.9582623839378357,4952,13066,Dexamethasone,0.05000000074505806,SW480,10
PSMB8,23.438562393188477,-0.0799727737903595,0.3373994827270508,0.913499653339386,4952,13066,Dexamethasone,0.05000000074505806,SW480,10
PSMB9,23.48152732849121,0.45166176557540894,0.2881620526313782,0.31711307168006897,4952,13066,Dexamethasone,0.05000000074505806,SW480,10
PSMB5,162.00216674804688,0.42794322967529297,0.11881846934556961,0.0011280400212854147,3194,13066,Digitoxin,0.05000000074505806,SW480,10
PSMB5,171.78005981445312,0.30470022559165955,0.12473244965076447,0.0948314368724823,4037,13066,Dihydroartemisinin,0.05000000074505806,SW480,10
PSMB6,195.29946899414062,0.0758221223950386,0.10751137137413025,0.7288039326667786,4037,13066,Dihydroartemisinin,0.05000000074505806,SW480,10
PSMB8,27.46242332458496,0.01704913191497326,0.28429174423217773,0.98005610704422,4037,13066,Dihydroartemisinin,0.05000000074505806,SW480,10
PSMB10,28.305404663085938,-0.0692378431558609,0.26784512400627136,0.914322018623352,4037,13066,Dihydroartemisinin,0.05000000074505806,SW480,10
PSMB7,487.8569641113281,-0.017557445913553238,0.06955932080745697,0.8943811058998108,5022,13066,Drospirenone,0.05000000074505806,SW480,10
PSMB8,27.435718536376953,-0.015414347872138023,0.2933923304080963,0.9784650802612305,5022,13066,Drospirenone,0.05000000074505806,SW480,10
PSMB9,23.305204391479492,0.4310280680656433,0.3144080936908722,0.3451375663280487,5022,13066,Drospirenone,0.05000000074505806,SW480,10
PSMB5,173.8321990966797,-0.03348884731531143,0.1094747856259346,0.8740131855010986,5213,13066,Econazole,0.05000000074505806,SW480,10
PSMB6,223.25006103515625,0.2636534571647644,0.1008167713880539,0.04773074761033058,5213,13066,Econazole,0.05000000074505806,SW480,10
PSMB8,31.563262939453125,0.24674183130264282,0.2852060794830322,0.6059828400611877,5213,13066,Econazole,0.05000000074505806,SW480,10
PSMB10,24.267742156982422,-0.23559579253196716,0.2979547381401062,0.6447008848190308,5213,13066,Econazole,0.05000000074505806,SW480,10
PSMB5,204.7151641845703,-0.0907244086265564,0.10891618579626083,0.6325849294662476,5830,13066,Entrectinib,0.05000000074505806,SW480,10
PSMB6,243.674560546875,0.015629403293132782,0.10457052290439606,0.9448370933532715,5830,13066,Entrectinib,0.05000000074505806,SW480,10
PSMB8,29.252323150634766,-0.3114017844200134,0.291299968957901,0.5165996551513672,5830,13066,Entrectinib,0.05000000074505806,SW480,10
PSMB10,31.669296264648438,-0.13167625665664673,0.25177592039108276,0.7832982540130615,5830,13066,Entrectinib,0.05000000074505806,SW480,10
PSMB7,498.6565246582031,-0.11734962463378906,0.06516899168491364,0.24690644443035126,4459,13066,Erythromycin,0.05000000074505806,SW480,10
PSMB9,21.49445343017578,0.18237793445587158,0.30012279748916626,0.762066662311554,4459,13066,Erythromycin,0.05000000074505806,SW480,10
PSMB7,610.8662719726562,-0.06354979425668716,0.08896813541650772,0.7070180177688599,8512,13066,Esmolol (hydrochloride),0.05000000074505806,SW480,10
PSMB8,37.039669036865234,0.05147004500031471,0.2418387085199356,0.9266776442527771,8512,13066,Esmolol (hydrochloride),0.05000000074505806,SW480,10
PSMB5,169.37136840820312,0.18202820420265198,0.11155140399932861,0.24550557136535645,4727,13066,Estrone sulfate (potassium),0.05000000074505806,SW480,10
PSMB8,29.029041290283203,0.8472174406051636,0.2582053244113922,0.007562202867120504,4727,13066,Estrone sulfate (potassium),0.05000000074505806,SW480,10
PSMB10,24.678068161010742,0.09233495593070984,0.2883463501930237,0.861659586429596,4727,13066,Estrone sulfate (potassium),0.05000000074505806,SW480,10
PSMB5,181.33665466308594,0.2646818459033966,0.1570882946252823,0.238528773188591,5169,13066,Fedratinib (hydrochloride hydrate),0.05000000074505806,SW480,10
PSMB6,229.56202697753906,0.07840165495872498,0.09836026281118393,0.6374604105949402,5169,13066,Fedratinib (hydrochloride hydrate),0.05000000074505806,SW480,10
PSMB8,26.692317962646484,-0.1378191113471985,0.27732324600219727,0.7860124111175537,5169,13066,Fedratinib (hydrochloride hydrate),0.05000000074505806,SW480,10
PSMB10,28.31894874572754,0.035689350217580795,0.33070823550224304,0.9591634273529053,5169,13066,Fedratinib (hydrochloride hydrate),0.05000000074505806,SW480,10
PSMB5,194.381591796875,0.0755150318145752,0.10389913618564606,0.7124770283699036,5155,13066,Filgotinib,0.05000000074505806,SW480,10
PSMB6,238.04551696777344,-0.03264705091714859,0.10966115444898605,0.896811842918396,5155,13066,Filgotinib,0.05000000074505806,SW480,10
PSMB10,26.323041915893555,-0.5506826639175415,0.3698042631149292,0.36053964495658875,5155,13066,Filgotinib,0.05000000074505806,SW480,10
PSMB7,580.5411987304688,0.011643052101135254,0.06339617818593979,0.9362573623657227,6278,13066,Fingolimod (hydrochloride),0.05000000074505806,SW480,10
PSMB8,29.782249450683594,0.14404898881912231,0.26874175667762756,0.7867299914360046,6278,13066,Fingolimod (hydrochloride),0.05000000074505806,SW480,10
PSMB10,34.70097732543945,-0.2865842282772064,0.23156625032424927,0.45800644159317017,6278,13066,Fingolimod (hydrochloride),0.05000000074505806,SW480,10
PSMB9,23.912792205810547,-0.08333252370357513,0.3464067280292511,0.9153551459312439,6278,13066,Fingolimod (hydrochloride),0.05000000074505806,SW480,10
PSMB7,539.0467529296875,-0.007654568646103144,0.08367589116096497,0.9682424664497375,6396,13066,Flutamide,0.05000000074505806,SW480,10
PSMB7,515.97802734375,0.10216892510652542,0.06553224474191666,0.2861182987689972,4759,13066,Fulvestrant,0.05000000074505806,SW480,10
PSMB7,558.6114501953125,0.03542786091566086,0.0631999596953392,0.777386486530304,6464,13066,Gefitinib,0.05000000074505806,SW480,10
PSMB8,35.317352294921875,0.49222350120544434,0.23465195298194885,0.14811022579669952,6464,13066,Gefitinib,0.05000000074505806,SW480,10
PSMB9,22.577566146850586,0.3769584596157074,0.3141210675239563,0.47594964504241943,6464,13066,Gefitinib,0.05000000074505806,SW480,10
PSMB5,146.66307067871094,0.1901593804359436,0.12060535699129105,0.2708493769168854,4201,13066,Idoxuridine,0.05000000074505806,SW480,10
PSMB9,17.42681121826172,-0.23420438170433044,0.3494688868522644,0.6930797696113586,4201,13066,Idoxuridine,0.05000000074505806,SW480,10
PSMB5,186.1710662841797,0.03139166906476021,0.10586978495121002,0.8827162981033325,5597,13066,Imiquimod (hydrochloride),0.05000000074505806,SW480,10
PSMB6,238.79759216308594,0.07969629019498825,0.09863578528165817,0.6380487680435181,5597,13066,Imiquimod (hydrochloride),0.05000000074505806,SW480,10
PSMB8,27.920520782470703,-0.41287344694137573,0.2656446695327759,0.2965741455554962,5597,13066,Imiquimod (hydrochloride),0.05000000074505806,SW480,10
PSMB10,31.17051887512207,-0.17058734595775604,0.25590482354164124,0.7084521055221558,5597,13066,Imiquimod (hydrochloride),0.05000000074505806,SW480,10
PSMB7,533.4521484375,0.14269202947616577,0.07978545874357224,0.18999388813972473,5197,13066,Indacaterol (maleate),0.05000000074505806,SW480,10
PSMB8,26.92436981201172,-0.4116925597190857,0.29804301261901855,0.33679941296577454,5197,13066,Indacaterol (maleate),0.05000000074505806,SW480,10
PSMB9,16.665952682495117,-1.1667516231536865,0.38430729508399963,0.014147893525660038,5197,13066,Indacaterol (maleate),0.05000000074505806,SW480,10
PSMB7,519.861083984375,-0.04773290082812309,0.07312299311161041,0.7232240438461304,5501,13066,Ivermectin,0.05000000074505806,SW480,10
PSMB8,34.17302322387695,0.4546898603439331,0.2350229173898697,0.1822645515203476,5501,13066,Ivermectin,0.05000000074505806,SW480,10
PSMB10,32.65711975097656,-0.5649276375770569,0.2661856412887573,0.13323184847831726,5501,13066,Ivermectin,0.05000000074505806,SW480,10
PSMB5,210.30584716796875,0.10261615365743637,0.10649538785219193,0.5782406330108643,4954,13066,Ixazomib citrate,0.05000000074505806,SW480,10
PSMB6,235.2694549560547,0.15946035087108612,0.11839231103658676,0.39816662669181824,4954,13066,Ixazomib citrate,0.05000000074505806,SW480,10
PSMB8,28.610225677490234,0.3385619521141052,0.28569042682647705,0.4707680940628052,4954,13066,Ixazomib citrate,0.05000000074505806,SW480,10
PSMB10,35.566123962402344,0.3469834625720978,0.22752557694911957,0.3234059512615204,4954,13066,Ixazomib citrate,0.05000000074505806,SW480,10
PSMB6,217.32666015625,0.09466926753520966,0.13948523998260498,0.6841776967048645,5916,13066,L-Eflornithine (monohydrochloride),0.05000000074505806,SW480,10
PSMB8,39.11809158325195,0.5183818340301514,0.2164515107870102,0.06779582053422928,5916,13066,L-Eflornithine (monohydrochloride),0.05000000074505806,SW480,10
PSMB10,30.498764038085938,0.30867138504981995,0.327401727437973,0.5516052842140198,5916,13066,L-Eflornithine (monohydrochloride),0.05000000074505806,SW480,10
PSMB7,554.1920776367188,0.0428721159696579,0.07696595042943954,0.7621644735336304,5567,13066,Lactate (calcium),0.05000000074505806,SW480,10
PSMB8,30.976221084594727,-0.18228039145469666,0.26005053520202637,0.69345623254776,5567,13066,Lactate (calcium),0.05000000074505806,SW480,10
PSMB9,26.429323196411133,0.33408287167549133,0.3044050633907318,0.49999573826789856,5567,13066,Lactate (calcium),0.05000000074505806,SW480,10
PSMB7,393.5694580078125,-0.002493377309292555,0.11256778985261917,0.9898797273635864,3920,13066,Loperamide (hydrochloride),0.05000000074505806,SW480,10
PSMB6,179.30206298828125,0.12544581294059753,0.11047743260860443,0.46337708830833435,3920,13066,Loperamide (hydrochloride),0.05000000074505806,SW480,10
PSMB8,22.31661605834961,0.3414877653121948,0.31413790583610535,0.48631322383880615,3920,13066,Loperamide (hydrochloride),0.05000000074505806,SW480,10
PSMB10,20.477079391479492,-0.7762848734855652,0.3447113037109375,0.09522729367017746,3920,13066,Loperamide (hydrochloride),0.05000000074505806,SW480,10
PSMB7,521.8935546875,0.056615199893713,0.0708518922328949,0.6311401724815369,4796,13066,Lopinavir,0.05000000074505806,SW480,10
PSMB9,21.56852149963379,0.3552815318107605,0.2928471863269806,0.42814570665359497,4796,13066,Lopinavir,0.05000000074505806,SW480,10
PSMB7,431.9753723144531,0.15805141627788544,0.07166970521211624,0.08691174536943436,4126,13066,Malotilate,0.05000000074505806,SW480,10
PSMB8,38.928531646728516,1.2035166025161743,0.23760467767715454,5.483055701915873e-06,4126,13066,Malotilate,0.05000000074505806,SW480,10
PSMB9,21.2637882232666,0.9129888415336609,0.46232953667640686,0.13336391746997833,4126,13066,Malotilate,0.05000000074505806,SW480,10
PSMB5,188.78884887695312,0.08946260809898376,0.10645704716444016,0.6355485320091248,4976,13066,Meloxicam,0.05000000074505806,SW480,10
PSMB6,219.27896118164062,0.05193626508116722,0.11744028329849243,0.8248943090438843,4976,13066,Meloxicam,0.05000000074505806,SW480,10
PSMB9,26.301589965820312,0.43012750148773193,0.26201748847961426,0.276448130607605,4976,13066,Meloxicam,0.05000000074505806,SW480,10
PSMB5,123.89031982421875,-0.2838283181190491,0.1373974233865738,0.1505432277917862,2542,13066,Methotrexate,0.05000000074505806,SW480,10
PSMB6,155.01754760742188,-0.09095162898302078,0.1371423900127411,0.714808464050293,2542,13066,Methotrexate,0.05000000074505806,SW480,10
PSMB8,20.535594940185547,0.059540584683418274,0.36127543449401855,0.9377159476280212,2542,13066,Methotrexate,0.05000000074505806,SW480,10
PSMB10,15.4653902053833,-1.5975512266159058,0.4704451858997345,0.008222985081374645,2542,13066,Methotrexate,0.05000000074505806,SW480,10
PSMB7,532.5186767578125,0.170990452170372,0.07385168224573135,0.09238142520189285,4725,13066,Methyl aminolevulinate (hydrochloride),0.05000000074505806,SW480,10
PSMB8,24.137714385986328,-0.015180744230747223,0.28801435232162476,0.9816770553588867,4725,13066,Methyl aminolevulinate (hydrochloride),0.05000000074505806,SW480,10
PSMB7,774.0382690429688,0.24064213037490845,0.07574263960123062,0.013727949932217598,10520,13066,Methylthiouracil,0.05000000074505806,SW480,10
PSMB8,37.37197494506836,-0.05892796814441681,0.250779926776886,0.918218195438385,10520,13066,Methylthiouracil,0.05000000074505806,SW480,10
PSMB9,30.041034698486328,0.1743360161781311,0.2461806833744049,0.7091629505157471,10520,13066,Methylthiouracil,0.05000000074505806,SW480,10
PSMB5,152.99879455566406,-0.27185487747192383,0.1175718605518341,0.09119512140750885,4115,13066,Nafamostat (mesylate),0.05000000074505806,SW480,10
PSMB7,429.7594299316406,-0.09715408831834793,0.07608035206794739,0.4094100296497345,4115,13066,Nafamostat (mesylate),0.05000000074505806,SW480,10
PSMB7,340.295166015625,-0.21506182849407196,0.09797566384077072,0.13232704997062683,3000,13066,Neratinib,0.05000000074505806,SW480,10
PSMB9,14.025148391723633,-0.5629861354827881,0.4663011431694031,0.47576040029525757,3000,13066,Neratinib,0.05000000074505806,SW480,10
PSMB7,640.4293212890625,0.09482774138450623,0.07255219668149948,0.4068582057952881,6663,13066,Omeprazole (sodium),0.05000000074505806,SW480,10
PSMB8,34.52545928955078,-0.22144527733325958,0.43769675493240356,0.7928243279457092,6663,13066,Omeprazole (sodium),0.05000000074505806,SW480,10
PSMB9,27.972354888916016,0.45148107409477234,0.38113918900489807,0.46324843168258667,6663,13066,Omeprazole (sodium),0.05000000074505806,SW480,10
PSMB5,247.43048095703125,0.08225557208061218,0.09564657509326935,0.6453033089637756,9048,13066,Omeprazole,0.05000000074505806,SW480,10
PSMB8,38.27731704711914,0.3516787588596344,0.22147037088871002,0.32179495692253113,9048,13066,Omeprazole,0.05000000074505806,SW480,10
PSMB10,41.502384185791016,0.20460191369056702,0.24575309455394745,0.6595674753189087,9048,13066,Omeprazole,0.05000000074505806,SW480,10
PSMB9,34.7794075012207,-0.049422070384025574,0.2281859666109085,0.9233227968215942,9048,13066,Omeprazole,0.05000000074505806,SW480,10
PSMB7,487.3999938964844,-0.03454793617129326,0.0707283541560173,0.795931875705719,4584,13066,Osimertinib (mesylate),0.05000000074505806,SW480,10
PSMB9,18.281217575073242,0.17154152691364288,0.3619106709957123,0.8021640777587891,4584,13066,Osimertinib (mesylate),0.05000000074505806,SW480,10
PSMB7,780.3244018554688,0.837583601474762,0.060084205120801926,8.50588167845164e-43,6770,13066,Ouabain (Octahydrate),0.05000000074505806,SW480,10
PSMB8,27.952770233154297,-0.20362837612628937,0.26539742946624756,0.5627626776695251,6770,13066,Ouabain (Octahydrate),0.05000000074505806,SW480,10
PSMB9,26.058345794677734,-0.1095997542142868,0.3971829414367676,0.8508173227310181,6770,13066,Ouabain (Octahydrate),0.05000000074505806,SW480,10
PSMB5,146.00901794433594,0.01860927604138851,0.12362633645534515,0.9406075477600098,3816,13066,Oxaprozin,0.05000000074505806,SW480,10
PSMB6,173.60739135742188,0.04113281890749931,0.10983556509017944,0.8353226184844971,3816,13066,Oxaprozin,0.05000000074505806,SW480,10
PSMB7,552.5679931640625,-0.2955946624279022,0.06420592963695526,1.6676229279255494e-05,6025,13066,Panobinostat,0.05000000074505806,SW480,10
PSMB9,28.155210494995117,0.4623425006866455,0.2781553566455841,0.16565468907356262,6025,13066,Panobinostat,0.05000000074505806,SW480,10
PSMB5,148.11505126953125,0.000976576004177332,0.13321726024150848,0.9982503652572632,4710,13066,Pentoxifylline,0.05000000074505806,SW480,10
PSMB6,212.85714721679688,0.5953632593154907,0.13042479753494263,6.235111504793167e-05,4710,13066,Pentoxifylline,0.05000000074505806,SW480,10
PSMB8,26.176151275634766,0.22954913973808289,0.32837483286857605,0.663408100605011,4710,13066,Pentoxifylline,0.05000000074505806,SW480,10
PSMB10,24.79451560974121,0.5553509593009949,0.28024715185165405,0.13481977581977844,4710,13066,Pentoxifylline,0.05000000074505806,SW480,10
PSMB7,725.9273071289062,0.11313654482364655,0.05932493135333061,0.22373220324516296,10112,13066,Perindopril (erbumine),0.05000000074505806,SW480,10
PSMB8,38.08245849609375,-0.3207000195980072,0.26607197523117065,0.5020907521247864,10112,13066,Perindopril (erbumine),0.05000000074505806,SW480,10
PSMB9,37.83993911743164,0.6599947810173035,0.22501540184020996,0.032334666699171066,10112,13066,Perindopril (erbumine),0.05000000074505806,SW480,10
PSMB5,177.2427520751953,-0.0979498028755188,0.10822755098342896,0.5828864574432373,5551,13066,Phenylephrine (hydrochloride),0.05000000074505806,SW480,10
PSMB7,289.91943359375,0.05817072093486786,0.09128166735172272,0.7392610907554626,1959,13066,Pimozide,0.05000000074505806,SW480,10
PSMB9,12.486564636230469,0.2794695198535919,0.4194600284099579,0.7265477180480957,1959,13066,Pimozide,0.05000000074505806,SW480,10
PSMB7,487.73345947265625,-0.022186920046806335,0.07585922628641129,0.8795110583305359,4856,13066,Pioglitazone,0.05000000074505806,SW480,10
PSMB8,25.29993438720703,0.08374370634555817,0.3916688859462738,0.9143962264060974,4856,13066,Pioglitazone,0.05000000074505806,SW480,10
PSMB9,21.963340759277344,-0.2337159663438797,0.30202722549438477,0.6421661972999573,4856,13066,Pioglitazone,0.05000000074505806,SW480,10
PSMB5,207.1280517578125,-0.0717225894331932,0.10736388713121414,0.6771538257598877,6592,13066,Piroxicam,0.05000000074505806,SW480,10
PSMB7,659.0108032226562,0.126364603638649,0.06962753087282181,0.19482313096523285,8438,13066,Ponatinib,0.05000000074505806,SW480,10
PSMB9,27.30377960205078,0.24427595734596252,0.3209518492221832,0.6540014147758484,8438,13066,Ponatinib,0.05000000074505806,SW480,10
PSMB5,130.7519989013672,-0.16491730511188507,0.1721806824207306,0.5992066860198975,3530,13066,Proglumide,0.05000000074505806,SW480,10
PSMB6,165.3826141357422,0.1399599313735962,0.140377938747406,0.5794640183448792,3530,13066,Proglumide,0.05000000074505806,SW480,10
PSMB10,26.015453338623047,-0.10681807994842529,0.29075607657432556,0.862803041934967,3530,13066,Proglumide,0.05000000074505806,SW480,10
