line,drug,conc,plate,is_proteasome,lfc_b6,lfc_b5,lfc_b1,base_b6,base_b5,base_b1,padj_b6,padj_b5,padj_b1,spread,lowest,highest,induced,fdr_ok,N_eff,first_b1,first_b5,first_b6,base_rank_lowest
HT-29,Benproperine (phosphate),0.050000000745058,7,False,-0.1053086593747139,0.045852456241846,-0.4015251100063324,115.48583221435548,28.47694969177246,38.29325485229492,0.7849670052528381,0.959015727043152,0.4553468525409698,0.44737756624817837,b1,b5,False,False,5.914140446788936,0.27843679793264764,0.3796651176752183,0.3418980843921342,2
SW1417,Diphenhydramine,0.5,8,False,0.1025056913495063,-0.2213629335165023,0.2259562462568283,211.2445068359375,55.05009841918945,68.9399642944336,0.7232369780540466,0.6891723275184631,0.6887134909629822,0.4473191797733306,b5,b1,False,False,5.9114998953150355,0.37716011495740964,0.27661088660770494,0.3462289984348854,1
SHP-77,Edoxaban (tosylate monohydrate),0.5,13,False,-0.2984054386615753,0.1489111334085464,0.044354923069477,122.86675262451172,87.84563446044922,76.11119079589844,0.4218716621398926,0.7937125563621521,0.9454288482666016,0.4473165720701217,b6,b5,False,False,5.909210908259812,0.34919922958561356,0.3754463031861615,0.2753544672282249,3
RKO,palbociclib,0.050000000745058,1,False,0.0079251024872064,0.4182897508144378,0.4552317857742309,104.1353759765625,75.24085235595703,53.080833435058594,0.9872432947158812,0.1834660917520523,0.3345861434936523,0.4473066832870245,b6,b1,True,False,5.897897219002879,0.3692585544494958,0.35992325236979295,0.27081819318071126,3
A549,Vortioxetine,5.0,12,False,-0.22446209192276,0.2228385657072067,0.1636368632316589,66.0311050415039,44.219669342041016,45.72916793823242,0.6346583962440491,0.6424751281738281,0.7532922029495239,0.44730065762996674,b6,b5,False,False,5.902162577010026,0.3563760210994579,0.37130428647520936,0.2723196924253327,3
LoVo,Dorzolamide (hydrochloride),0.5,8,False,0.3142663240432739,-0.1330118477344513,0.2184780091047287,239.6431579589844,95.0217514038086,60.89189147949219,0.0485400818288326,0.6959865093231201,0.5192317962646484,0.4472781717777252,b5,b6,False,False,5.908034877782062,0.35057908243987923,0.27477486929213235,0.37464604826798836,2
MIA PaCa-2,ETC-206,5.0,3,False,0.2254416942596435,-0.0819982141256332,-0.2218170911073684,43.510154724121094,27.520225524902344,18.51988983154297,0.8181588053703308,0.9552310705184937,0.8887709975242615,0.4472587853670119,b1,b6,False,False,5.9136400873681705,0.2885824704856885,0.31795058099779416,0.39346694851651737,1
SHP-77,Nimesulide,5.0,13,False,-0.2274409383535385,0.2197447568178177,0.2140343934297561,83.53422546386719,55.335208892822266,54.0765266418457,0.598482072353363,0.6856870651245117,0.6780262589454651,0.4471856951713562,b6,b5,False,False,5.8910941631176055,0.36491726972058447,0.3663645192028409,0.2687182110765747,3
SW 900,Cysteamine (hydrochloride),0.050000000745058,4,False,-0.1474500298500061,-0.4894596040248871,-0.0423013493418693,68.67544555664062,31.674898147583008,22.372413635253903,0.804229736328125,0.3838051259517669,0.9742441773414612,0.4471582546830178,b5,b1,False,False,5.909356592440112,0.37548879258389645,0.2754158509156373,0.34909535650046625,2
PANC-1,Tucatinib,5.0,3,False,-0.338520735502243,-0.4066914319992065,0.0404032357037067,378.8457946777344,88.84508514404297,109.1313934326172,0.0807858183979988,0.172186940908432,0.9345455169677734,0.4470946677029132,b5,b1,False,False,5.904607527181994,0.39959569246804943,0.2931108481331455,0.30729345939880526,1
CFPAC-1,Pioglitazone,0.5,11,False,0.2800910472869873,0.1927343755960464,0.6398218870162964,225.3416290283203,72.09384155273438,45.29838943481445,0.064784750342369,0.6288164854049683,0.0731418803334236,0.44708751142025,b5,b1,True,False,5.9075907496356335,0.397957342793467,0.29191053625202584,0.31013212095450715,2
HT-29,Berbamine,5.0,6,False,0.3450721800327301,0.071007415652275,0.5180653929710388,270.28607177734375,75.93174743652344,86.1947250366211,0.0033004470169544,0.8210620284080505,0.008599579334259,0.44705797731876384,b5,b1,True,False,5.915782366072096,0.3816010779343968,0.2799185835414966,0.33848033852410664,1
HS-578T,Tolmetin,0.050000000745058,7,False,-0.0461874566972255,0.4008673727512359,0.1009273007512092,115.49060821533205,33.81809997558594,66.7623062133789,0.9408252239227296,0.5416052937507629,0.8679222464561462,0.4470548294484614,b6,b5,False,False,5.914337832557673,0.31906598421930293,0.3927999871322043,0.2881340286484927,3
A549,Acetohexamide,5.0,6,False,-0.0410207882523536,0.0424150116741657,0.4060086905956268,109.22947692871094,69.00961303710938,97.35641479492188,0.9036667943000792,0.9225963950157166,0.2540657520294189,0.4470294788479804,b6,b1,False,False,5.907039263703524,0.39828295132681457,0.3095559193627567,0.2921611293104287,3
HT-29,Methotrexate,0.050000000745058,10,False,0.2759352922439575,-0.1710149198770523,-0.0854417905211448,132.23556518554688,32.36410903930664,34.435203552246094,0.2258619368076324,0.754607081413269,0.8847061395645142,0.4469502121210098,b5,b6,False,False,5.907390097399874,0.3098794255863337,0.2920334932941034,0.39808708111956304,1
SW 900,Aspirin,0.050000000745058,10,False,0.0148245198652148,-0.4321053326129913,-0.1530690938234329,156.8954620361328,64.38260650634766,52.295928955078125,0.9668555855751038,0.1975573152303695,0.7845142483711243,0.4469298524782061,b5,b6,False,False,5.91552595028301,0.3392638415998401,0.2796013716988853,0.38113478670127443,2
HCT15,Dexamethasone,5.0,12,False,0.0893195644021034,0.3542970418930053,-0.0926212444901466,152.52529907226562,61.250919342041016,48.02308654785156,0.8232091665267944,0.4473849534988403,0.8861799836158752,0.4469182863831519,b1,b5,False,False,5.916528833109148,0.2859157060137729,0.38973896063136776,0.32434533335485927,1
SHP-77,Pravastatin (sodium),5.0,9,False,-0.6468038558959961,-0.3550929129123688,-0.8019841313362122,85.23534393310547,83.90301513671875,64.04666137695312,0.0041041397489607,0.3010937571525574,0.0058384770527482,0.4468912184238434,b1,b5,False,False,5.915015474740574,0.28763233476576816,0.3920715847352907,0.320296080498941,1
LoVo,Belumosudil,0.050000000745058,13,False,-0.1955793648958206,0.2512698769569397,0.0961867421865463,239.58474731445312,111.8581085205078,64.13892364501953,0.3158933520317077,0.4303233921527862,0.8705287575721741,0.4468492418527603,b6,b5,False,False,5.914663701641879,0.34125183197589987,0.3799790625047757,0.27876910551932454,3
SHP-77,Lenalidomide (hemihydrate),0.050000000745058,4,False,-0.2875760793685913,0.0336592197418212,-0.4131170809268951,32.238094329833984,25.88806533813477,23.230487823486328,0.7626731991767883,0.9833674430847168,0.7009925246238708,0.44677630066871626,b1,b5,False,False,5.912468298290161,0.2895271101644249,0.3946229178385585,0.31584997199701675,1
AsPC-1,Oxaprozin,0.050000000745058,10,False,0.0764400735497474,0.5231512784957886,0.3926623463630676,82.51376342773438,25.652992248535156,21.913171768188477,0.8850151300430298,0.2966622710227966,0.4275869727134704,0.44671120494604116,b6,b5,True,False,5.9125079636641535,0.3450852260120939,0.37775258861339955,0.27716218537450665,3
SW 900,Terfenadine,0.5,5,False,0.1963897943496704,0.4242258965969085,-0.0224566794931888,84.17878723144531,47.07575225830078,36.24407196044922,0.5556342601776123,0.2731507122516632,0.9756972789764404,0.4466825760900973,b1,b5,False,False,5.917440702644542,0.2835507620684484,0.38645210102761407,0.32999713690393745,1
COLO 205,Norepinephrine (hydrochloride),5.0,14,False,-0.3882429003715515,0.058384109288454,-0.0312616229057312,27.46167755126953,12.84144401550293,8.71303939819336,0.6125416159629822,,,0.4466270096600055,b6,b5,False,False,5.907435462172404,0.35150552781183053,0.3740401422956505,0.2744543298925189,3
LoVo,Penfluridol,0.5,8,False,-0.1858699470758438,0.1183985620737075,0.2607570290565491,206.86817932128903,106.5492935180664,57.99520111083984,0.4024544358253479,0.7161984443664551,0.5520091652870178,0.4466269761323929,b6,b1,False,False,5.913691096714637,0.37881755929819305,0.3432226442832167,0.27795979641859025,3
AsPC-1,Meloxicam,0.5,11,False,0.4676764607429504,0.2425656914710998,0.021104235202074,101.98255920410156,28.432662963867188,25.21760368347168,0.0341227315366268,0.802741527557373,0.9847461581230164,0.4465722255408764,b1,b6,True,False,5.917482868133024,0.28338947766539546,0.3304077777143848,0.38620274462021964,1
SW 900,Clonidine (hydrochloride),5.0,6,False,-0.2386405169963836,-0.3734942376613617,-0.6851475834846497,179.1071319580078,90.75120544433594,55.18756484985352,0.2378377020359039,0.1398731172084808,0.056581761687994,0.44650706648826605,b1,b6,False,False,5.913032392140302,0.2774797838999775,0.34438827170514785,0.3781319443948746,1
LoVo,Adagrasib,0.050000000745058,9,False,0.0960182324051857,-0.1427482366561889,0.3037127554416656,126.53250122070312,66.47413635253906,44.54032897949219,0.8542045950889587,0.8442572355270386,0.629413366317749,0.4464609920978545,b5,b1,False,False,5.917347730624386,0.3846507889279076,0.2822724397665207,0.33307677130557156,2
HT-29,Adenine,5.0,14,False,-0.0138291278854012,-0.3201164305210113,0.1262942105531692,104.46404266357422,20.731199264526367,19.018449783325195,0.9720033407211304,0.7843654155731201,0.8958468437194824,0.4464106410741805,b5,b1,False,False,5.913575303000232,0.37860030274114576,0.27784204289273673,0.3435576543661176,2
HCT15,Acetohexamide,5.0,6,False,0.0790538042783737,-0.3094983100891113,0.1368539035320282,90.26374053955078,28.84125709533691,37.23198699951172,0.8502089977264404,0.5638960003852844,0.860609233379364,0.44635221362113947,b5,b1,False,False,5.902340465496931,0.37110927648688247,0.2723556602506445,0.356535063262473,1
A549,Arbutin,5.0,9,False,0.3834335505962372,0.1872360110282898,-0.0629101544618606,67.1609115600586,36.12282180786133,43.07680130004883,0.5773640275001526,0.826445460319519,0.9603459239006042,0.4463437050580978,b1,b6,False,False,5.917095974444089,0.2815386476852284,0.334841685473691,0.3836196668410805,2
COLO 205,CP21R7,0.5,2,False,-0.0536826290190219,0.1340322792530059,0.392610490322113,46.00940704345703,18.823070526123047,13.73265552520752,0.9289531707763672,0.8538273572921753,0.5771393775939941,0.44629311934113486,b6,b1,False,False,5.9169940366502,0.38912966297809803,0.32527788701814353,0.2855924500037585,3
Hs 766T,Levobupivacaine (hydrochloride),0.5,8,False,0.2698481976985931,0.0975302830338478,0.5437902808189392,168.8714599609375,82.52587890625,82.0803451538086,0.1496951431035995,0.8480696678161621,0.0191805455833673,0.4462599977850914,b5,b1,True,False,5.916326601073752,0.3904725315834435,0.2865845958056944,0.3229428726108621,2
SHP-77,Tranilast,5.0,9,False,-0.2419236451387405,-0.5688947439193726,-0.6880900859832764,81.118408203125,69.66197204589844,58.595333099365234,0.780219554901123,0.0569066405296325,0.0321256667375564,0.4461664408445358,b1,b6,False,False,5.912043582397748,0.28997744178555396,0.3149528825074396,0.3950696757070066,1
HCT15,Rosiglitazone,0.5,8,False,0.4199581146240234,0.1909818649291992,-0.0260909963399171,135.02781677246094,49.2959098815918,32.8928108215332,0.1263440549373626,0.8023625016212463,0.9804004430770874,0.4460491109639405,b1,b6,False,False,5.917666618619038,0.28371392274468304,0.3297813496247336,0.3865047276305834,1
SW1417,Olanzapine,5.0,6,False,0.0945476293563842,0.067430667579174,-0.3514632284641266,209.90032958984375,101.70531463623048,63.47065353393555,0.6393857002258301,0.8263459801673889,0.272839218378067,0.44601085782051075,b1,b6,False,False,5.896458015555194,0.2703308787773672,0.3614059380335314,0.36826318318910134,1
COLO 205,Monocrotaline,5.0,9,False,-0.3352962434291839,-0.752167820930481,-0.3061788380146026,24.39896011352539,12.669694900512695,6.53495454788208,0.9994221329689026,0.8805270791053772,0.9994221329689026,0.44598898291587835,b5,b1,False,False,5.896892154771887,0.3684461830197717,0.2704693143928376,0.36108450258739067,2
HT-29,Ralimetinib dimesylate,5.0,3,False,-0.318565160036087,-0.619506299495697,-0.7645251750946045,93.04257202148438,29.600666046142575,24.382732391357425,0.251350849866867,0.2529098987579345,0.13489630818367,0.4459600150585175,b1,b6,False,False,5.9146088768271765,0.288353511264128,0.318845488006664,0.3928010007292082,1
AsPC-1,Homoharringtonine,0.5,5,False,0.1099485158920288,-0.3359926044940948,0.0503311604261398,157.81222534179688,44.0506591796875,62.50247573852539,0.5972372889518738,0.208546906709671,0.8607151508331299,0.4459411203861236,b5,b6,False,False,5.90285315097966,0.3562184733842847,0.2725344432778416,0.3712470833378737,1
AsPC-1,Econazole,0.050000000745058,10,False,-0.2041287422180175,0.2418110966682434,-0.0575943030416965,96.4100112915039,32.31351089477539,23.638273239135746,0.4875284731388092,0.5853862762451172,0.9536673426628112,0.4459398388862609,b6,b5,False,False,5.9147400375682375,0.31907543626287466,0.3926660718758825,0.28825849186124275,3
RKO,Cytarabine,0.5,8,False,-0.0187883879989385,-0.3338625729084015,-0.4647210538387298,178.17359924316406,71.89009094238281,60.55583190917969,0.9636589884757996,0.3431055545806885,0.2289156019687652,0.4459326658397913,b1,b6,False,False,5.913350046804885,0.28925647801150944,0.3167199512331911,0.3940235707552995,1
MIA PaCa-2,Lidocaine (hydrochloride),0.5,5,False,-0.2195718884468078,0.2263570427894592,-0.1863259375095367,88.4653091430664,50.78878402709961,29.718164443969727,0.5232742428779602,0.5484984517097473,0.740060031414032,0.445928931236267,b6,b5,False,False,5.898703861533835,0.3022629009271836,0.4023600022313061,0.2953770968415103,3
AsPC-1,Sivelestat (sodium tetrahydrate),0.5,8,False,-0.0448724217712879,0.4010534286499023,0.3286646008491516,83.02357482910156,26.92742919921875,27.522066116333008,0.9198325872421264,0.3983820378780365,0.5340545773506165,0.4459258504211902,b6,b5,False,False,5.905053756913671,0.3541899239539067,0.3724152106535508,0.27339486539254243,3
HT-29,Phenytoin (sodium),5.0,9,False,-0.19534532725811,-0.6412680149078369,-0.5889428853988647,110.09827423095705,24.96048927307129,34.89701461791992,0.5848320722579956,0.2740120887756347,0.4799752533435821,0.4459226876497269,b5,b6,False,False,5.90237591708028,0.3050597870348545,0.29419380900965486,0.4007464039554907,1
LoVo,Atazanavir (sulfate),0.5,11,False,0.2400140464305877,0.4275647699832916,0.6858461499214172,157.9631805419922,96.50101470947266,59.67140197753906,0.2888270914554596,0.0527525730431079,0.0358605794608593,0.4458321034908295,b6,b1,True,False,5.917163697094864,0.38906810920318835,0.32529335498381595,0.2856385358129958,3
HCT15,Lumateperone (tosylate),5.0,14,False,-0.0319612622261047,0.0544490404427051,0.4138356447219848,42.93350982666016,11.686119079589844,7.640469074249268,0.9899272322654724,0.9916221499443054,0.909364938735962,0.4457969069480895,b6,b1,False,False,5.9080125098356335,0.39782396753745725,0.3101021636469289,0.292073868815614,3
SHP-77,Tofacitinib (citrate),0.050000000745058,4,False,-0.3468080163002014,-0.0584320239722728,-0.5042237043380737,41.77846908569336,35.40680694580078,32.35246276855469,0.7650732398033142,0.966894268989563,0.5461049675941467,0.4457916803658009,b1,b5,False,False,5.915608896868148,0.2875754024355278,0.3916953391434561,0.3207292584210161,1
AsPC-1,Entrectinib,5.0,12,False,-0.1026629880070686,-0.1894142925739288,0.2563636004924774,83.26002502441406,27.505577087402344,23.60572624206543,0.752894401550293,0.7808342576026917,0.83135986328125,0.44577789306640625,b5,b1,False,False,5.90807023952323,0.39779164968855374,0.29205399081689665,0.3101543594945497,2
A549,Pemetrexed,0.5,8,False,0.0470551513135433,-0.3161516189575195,-0.3986227512359619,80.42044067382812,37.213653564453125,46.37131881713867,0.9252846240997314,0.6340463161468506,0.3552375435829162,0.44567790254950523,b1,b6,False,False,5.907483309505503,0.2923306432656027,0.3095284884020883,0.398140868332309,2
SW 900,Rimonabant,0.5,5,False,-0.3427272140979767,-0.4892947673797607,-0.043681226670742,76.74603271484375,40.3638801574707,37.67083358764648,0.3380319774150848,0.2389514297246933,0.9529784321784972,0.4456135407090187,b5,b1,False,False,5.914873850645729,0.3926092600090374,0.28828198006277195,0.3191087599281907,2
Hs 766T,Ribociclib,0.050000000745058,13,False,-0.2676065564155578,-0.0054435017518699,0.1779350340366363,155.61251831054688,68.6958236694336,58.60995864868164,0.3199976086616516,0.993358075618744,0.7509968876838684,0.4455415904521941,b6,b1,False,False,5.916907381490859,0.3824169453306929,0.3367710013786769,0.28081205329063025,3
MIA PaCa-2,Gemcitabine,5.0,3,False,0.4584768712520599,0.1100133061408996,0.0129585396498441,58.413333892822266,27.53097152709961,23.646881103515625,0.4016029238700866,0.9387759566307068,0.9937050938606262,0.44551833160221577,b1,b6,True,False,5.909617615554838,0.2914270054527297,0.31170673756241407,0.3968662569848561,1
MIA PaCa-2,Tolmetin,5.0,9,False,-0.3778631091117859,-0.2684594094753265,-0.713972270488739,179.14768981933594,94.99650573730467,60.53743362426758,0.0192392170429229,0.3320693969726562,0.0235933475196361,0.44551286101341253,b1,b5,False,False,5.910604775976767,0.27592709813319327,0.37575700724287897,0.34831589462392776,1
SW1417,Sildenafil,0.050000000745058,7,False,-0.2651940286159515,-0.1307241320610046,-0.5762117505073547,95.14303588867188,33.94557189941406,38.26153945922851,0.5320448279380798,,,0.4454876184463501,b1,b5,False,False,5.913415578237681,0.2775960415520968,0.3780231570169965,0.34438080143090666,2
RKO,Benproperine (phosphate),0.5,8,False,-0.0086757754907011,0.1973496526479721,0.4367885589599609,112.2409439086914,51.05152893066406,49.87697982788086,0.9836704730987548,0.7440312504768372,0.2575288712978363,0.44546433445066197,b6,b1,False,False,5.917775181183673,0.38738329484586365,0.32814258556525,0.28447411958888635,3
COLO 205,Indacaterol (maleate),0.5,11,False,0.1640954762697219,-0.2813627123832702,-0.126154288649559,50.05084228515625,26.29519271850586,19.597797393798828,0.8231304883956909,0.7966048121452332,0.913554549217224,0.44545818865299214,b5,b6,False,False,5.915587616823285,0.3204250533398838,0.2877425408022794,0.3918324058578369,2
MIA PaCa-2,9-ING-41,0.050000000745058,1,False,-0.3154884874820709,-0.3490050435066223,-0.7609131336212158,69.47979736328125,39.37957000732422,24.044084548950195,0.4891963005065918,0.4851016700267792,0.2454187273979187,0.4454246461391449,b1,b6,False,False,5.898072197871326,0.2708442296415086,0.3603431560063722,0.3688126143521192,1
LoVo,Fusidic acid,0.5,5,False,-0.0850565209984779,-0.3872274756431579,0.058194376528263,293.9808349609375,135.48548889160156,130.63385009765625,0.6106467247009277,0.0376366786658763,0.8494873046875,0.4454218521714209,b5,b1,False,False,5.914263326143934,0.3788099688141757,0.278186506879198,0.3430035243066262,2
SW1417,Cytarabine (hydrochloride),0.5,8,False,0.1700932681560516,0.3115054965019226,-0.1338983625173568,185.55287170410156,58.86892318725586,54.333797454833984,0.4552495181560516,0.3992362022399902,0.8159588575363159,0.44540385901927937,b1,b5,False,False,5.9141057281067875,0.27806737779956675,0.37864302686098916,0.34328959533944414,1
SW480,Cinacalcet,0.5,11,False,0.0624397993087768,-0.1151158213615417,0.3302043974399566,372.8907775878906,143.2483673095703,217.97865295410156,0.6848739385604858,0.6353192329406738,0.021829655393958,0.4453202188014983,b5,b1,False,False,5.9169493892091385,0.3898594700096615,0.28632109383414156,0.323819436156197,1
MIA PaCa-2,Bimatoprost,0.050000000745058,4,False,-0.1309713572263717,-0.3332138359546661,-0.5762797594070435,93.78496551513672,40.68085479736328,26.44341278076172,0.8718280792236328,0.5744335055351257,0.3944762647151947,0.44530840218067175,b1,b6,False,False,5.917658474149168,0.2820786741423686,0.3338415495543522,0.3840797763032792,1
HS-578T,Tetracycline (hydrochloride),5.0,9,False,-0.2506956458091736,-0.3849625289440155,-0.6959865689277649,129.24916076660156,46.78955841064453,65.46526336669922,0.2588060200214386,0.3966667056083679,0.008765741251409,0.4452909231185913,b1,b6,False,False,5.913476745934011,0.27760992969432485,0.3443995390666055,0.37799053123906956,2
A549,Temsirolimus,5.0,6,False,0.2079707682132721,0.0089028952643275,-0.2372550517320633,125.4231948852539,73.11186981201172,88.54222869873047,0.5297965407371521,0.9831817746162416,0.3259901106357574,0.4452258199453354,b1,b6,False,False,5.917605366116114,0.28188296817749303,0.3343256992449525,0.3837913325775544,2
MIA PaCa-2,Demeclocycline,0.5,5,False,0.0669064372777938,-0.0551827996969223,-0.3782499134540558,144.74171447753906,73.23516082763672,50.83079528808594,0.831942617893219,0.905622899532318,0.42961186170578,0.44515635073184956,b1,b6,False,False,5.9122557863970355,0.27682052241720956,0.34629895081642614,0.37688052676636435,1
SW 900,Imiquimod (maleate),0.050000000745058,7,False,0.4613308608531952,0.0162272285670042,0.2022800296545028,53.68123626708984,21.259750366210938,22.24884605407715,0.3979106843471527,0.9946041107177734,0.8851826190948486,0.445103632286191,b5,b6,True,False,5.917386454207836,0.3251293957759215,0.2857911414624403,0.3890794627616383,1
PANC-1,Rapamycin,0.050000000745058,4,False,-0.3332888484001159,-0.086060345172882,-0.531137228012085,499.2835693359375,116.3649444580078,121.04994201660156,6.541165203088894e-05,0.7358071804046631,0.0380947664380073,0.445076882839203,b1,b5,False,False,5.9177573274180695,0.2850323954293891,0.388039302056955,0.32692830251365584,2
AsPC-1,Pralsetinib,0.5,2,False,-0.1433385014533996,0.2591343522071838,0.3017327189445495,161.12527465820312,62.97724151611328,54.96048355102539,0.4281464517116546,0.3483870327472687,0.2813118994235992,0.4450712203979491,b6,b1,False,False,5.9000614809610035,0.3696238975047397,0.3588695879138769,0.2715065145813835,3
LoVo,AT7519,0.050000000745058,1,False,-0.0517716407775878,0.0453654006123542,0.3932586312294006,322.7118835449219,195.62144470214844,111.9979248046875,0.782228946685791,0.8669477105140686,0.0672750324010849,0.44503027200698836,b6,b1,False,False,5.909836951079744,0.39677822948991426,0.3117608217194566,0.2914609487906291,3
LoVo,Triclosan,5.0,6,False,0.2127137780189514,-0.0571630634367466,0.3878326714038849,311.7072448730469,154.2252655029297,113.97923278808594,0.1889738738536834,0.8582543134689331,0.0552421100437641,0.4449957348406315,b5,b1,False,False,5.916708471729635,0.3816384558472556,0.28034645310209483,0.33801509105064953,2
Hs 766T,venetoclax,0.5,2,False,0.1881756037473678,0.1938585638999939,-0.2511309385299682,78.05095672607422,35.523563385009766,25.011962890625,0.5750150680541992,0.7670021653175354,0.7951798439025879,0.4449895024299621,b1,b5,False,False,5.89214187873851,0.26901559472459863,0.36621206195621014,0.3647723433191913,1
MIA PaCa-2,Fedratinib (hydrochloride hydrate),0.050000000745058,10,False,0.1129882708191871,0.1134783774614334,0.5579575300216675,250.5806884765625,151.5793914794922,83.62787628173828,0.6269246935844421,0.6084281802177429,0.0118752997368574,0.44496925920248037,b6,b1,True,False,5.891953762636106,0.4049485463478082,0.297576263956058,0.29747518969613373,3
HCT15,γ-Oryzanol,0.050000000745058,10,False,0.182507574558258,-0.088853046298027,0.3560758829116821,120.48912811279295,44.231082916259766,37.72782516479492,0.6987721920013428,0.912377119064331,0.6546793580055237,0.44492892920970906,b5,b1,False,False,5.916649472270591,0.38149483431424813,0.2802539278401852,0.33825123784556665,2
HT-29,PF-06260933,5.0,3,False,0.1126155629754066,-0.318589448928833,-0.3323036432266235,73.13196563720703,15.70368766784668,19.90496826171875,0.8004540801048279,0.6024681925773621,0.5641986727714539,0.44491920620203007,b1,b6,False,False,5.895017778675425,0.2966664338172381,0.2994999780549512,0.4038335881278106,2
SHP-77,Cilostazol,0.050000000745058,7,False,0.3429320454597473,-0.1019774377346038,0.0456392914056777,82.3984146118164,61.8883171081543,84.32913208007812,0.3103179335594177,0.8732702136039734,0.9476020932197572,0.4449094831943511,b5,b6,False,False,5.915239586109323,0.31932794668450865,0.2882702767900699,0.39240177652542146,1
CFPAC-1,Valdecoxib,5.0,12,False,0.1008051335811615,-0.2119762450456619,-0.3440861701965332,294.8564758300781,98.79151153564452,44.12126922607422,0.5434054136276245,0.691879153251648,0.4158878922462463,0.4448913037776947,b1,b6,False,False,5.913897011246806,0.28925921358982465,0.3169978023132934,0.3937429840968819,1
HS-578T,Pioglitazone,0.5,11,False,-0.0338169075548648,0.3841845691204071,-0.0606547929346561,134.93643188476562,45.765350341796875,76.2243423461914,0.9251409769058228,0.3562910556793213,0.9102869629859924,0.4448393620550632,b1,b5,False,False,5.8978877355809685,0.2958633050061832,0.4027180502238307,0.30141864476998603,2
SW480,Fumaric acid,5.0,9,False,-0.1940339505672454,-0.213406428694725,-0.6388692259788513,340.57958984375,133.97357177734375,182.1332550048828,0.2869544327259063,0.3009232878684997,9.317497460870072e-05,0.44483527541160595,b1,b6,False,False,5.895332638810521,0.2699665984219521,0.362566019390149,0.36746738218789887,2
PANC-1,Pimitespib,5.0,3,False,0.1137751787900924,0.0248150452971458,0.4696214497089386,191.8858642578125,40.56780242919922,50.97118377685547,0.6287392973899841,0.9735406637191772,0.2574417889118194,0.4448064044117928,b5,b1,True,False,5.9088065904032065,0.39744142507817665,0.29199341768196463,0.31056515723985867,1
Hs 766T,Fedratinib (hydrochloride hydrate),5.0,12,False,0.2963012754917145,0.5160647034645081,0.7410618662834167,210.67295837402344,111.14395141601562,86.83173370361328,0.0337541848421096,0.0043645477853715,0.0003852597437798,0.44476059079170227,b6,b1,True,True,5.918140766592617,0.3860552316148077,0.3303075853853726,0.28363718299981955,3
SHP-77,Imiquimod (maleate),0.5,8,False,-0.1741852462291717,0.058299321681261,-0.3864255547523498,116.95111083984376,89.98082733154297,85.8472900390625,0.6089116930961609,0.9074398279190063,0.2391366511583328,0.4447248764336108,b1,b5,False,False,5.918121676025785,0.2841280156237111,0.38671372478718263,0.3291582595891063,1
HS-578T,Idarubicin (hydrochloride),0.050000000745058,4,False,-0.0557104609906673,0.0317318625748157,-0.4129294157028198,127.6250457763672,45.96267318725586,51.234500885009766,0.8941950798034668,0.9698566794395448,0.4456908702850342,0.4446612782776355,b1,b5,False,False,5.907969290837081,0.2745782702359436,0.37369952638340975,0.35172220338064664,2
Hs 766T,Pimozide,5.0,12,False,-0.264636367559433,-0.020661199465394,0.1799959689378738,139.7161865234375,67.7450180053711,70.45153045654297,0.179457351565361,0.964693546295166,0.5871058106422424,0.4446323364973068,b6,b1,False,False,5.917871919629982,0.38388811583894933,0.33404181995744997,0.2820700642036006,3
SW480,Cyclosporin A,0.050000000745058,10,False,0.362881064414978,-0.0817508995532989,0.0870100781321525,546.307861328125,218.91551208496097,270.7608947753906,2.353466925342218e-06,0.6025025248527527,0.5382969975471497,0.4446319639682769,b5,b6,False,False,5.916767875745002,0.32254618696314996,0.28693914228873896,0.3905146707481111,1
HS-578T,Mitoxantrone (dihydrochloride),5.0,14,False,0.0888802930712699,0.3593556582927704,-0.0852618440985679,83.31097412109375,31.886186599731445,27.41988182067871,0.8854935765266418,0.626764714717865,0.9480822682380676,0.4446175023913383,b1,b5,False,False,5.917056615696204,0.2865948248380731,0.3900421562970575,0.32336301886486957,1
SW480,Pemigatinib,0.050000000745058,1,False,0.2356112748384475,0.143748790025711,0.5882617831230164,318.5117492675781,166.96578979492188,227.2978973388672,0.0579092353582382,0.4878773689270019,2.4843444634825573e-07,0.44451299309730535,b5,b1,True,False,5.909340323675923,0.397144322700291,0.29183448809958323,0.31102118920012584,1
COLO 205,Bergenin,5.0,14,False,0.3014695644378662,-0.0576252602040767,0.386820912361145,28.265047073364254,9.593056678771973,9.298099517822266,0.7347937226295471,,,0.44444617256522173,b5,b1,False,False,5.907751084665728,0.37349370065919985,0.27446795848378436,0.3520383408570158,2
HCT15,Naproxen,5.0,13,False,-0.3057460486888885,0.1386638730764389,-0.006932180840522,117.51036071777344,41.31517028808594,28.659099578857425,0.6746648550033569,0.9162270426750184,0.9985564351081848,0.4444099217653274,b6,b5,False,False,5.914879149413708,0.3425703946602101,0.378947117131139,0.27848248820865107,3
RKO,Saquinavir,5.0,6,False,0.0494558326900005,-0.0493381321430206,0.3950327634811401,119.10401153564452,75.85252380371094,76.290771484375,0.869017481803894,0.8937966227531433,0.0992521271109581,0.44437089562416066,b5,b1,False,False,5.910337007624195,0.3965267575118222,0.29140938203015476,0.3120638604580229,1
