Cell_Name_Vevo,drug,concentration,plate,position,delta,se,z,p,fdr
A549,Adagrasib,0.050000000745058,3,b1,0.4620891362428665,0.43298665472094766,1.0672133452719805,0.2858755076391488,0.6807429297688359
A549,Adagrasib,0.050000000745058,4,b1,-0.03718951344490051,0.2771963367533338,-0.1341630769023979,0.893273622259964,0.9736148472381964
A549,Adagrasib,0.050000000745058,5,b1,-0.34172429889440536,0.29869290863891484,-1.1440656574391945,0.25259640877752676,0.6501885000609783
A549,Adagrasib,0.050000000745058,6,b1,0.31987029314041127,0.25577134159397563,1.25061037388696,0.21107666392035207,0.6077475690029599
A549,Adagrasib,0.050000000745058,7,b1,-0.010200873017311096,0.31509651462137295,-0.03237380467241503,0.9741739523780218,0.994361744501288
A549,Adagrasib,0.050000000745058,8,b1,0.1904160156846047,0.3422148929548377,0.5564223521672799,0.5779221621038688,0.8563020607054874
A549,Adagrasib,0.050000000745058,9,b1,-0.7272022664546967,0.39149605395327736,-1.8574957757849682,0.06324065162354224,0.37456545098861743
A549,Adagrasib,0.050000000745058,10,b1,-0.07495900988578799,0.3191529382389133,-0.2348686190997081,0.8143107066540624,0.9497637607384056
A549,Adagrasib,0.050000000745058,11,b1,0.02539357542991641,0.2804063719849359,0.0905599086431624,0.9278422892495186,0.9826514642261072
A549,Adagrasib,0.050000000745058,12,b1,-0.7696268260478973,0.36441209721886114,-2.11196837844181,0.034689161629475385,0.2859824350719241
A549,Adagrasib,0.050000000745058,13,b1,-0.2102607786655426,0.37726906057113346,-0.5573231431892048,0.5773066662028337,0.8562060023657888
A549,Adagrasib,0.050000000745058,14,b1,-1.7182079553604126,0.49242579905841954,-3.4892728176424623,0.00048433655793955055,0.02519273747970682
A549,Adagrasib,0.5,8,b1,-0.12464123219251631,0.3724784156479798,-0.3346267245464008,0.7379066827406029,0.9226033802879199
A549,Adagrasib,5.0,9,b1,-0.4567059278488159,0.383032015960215,-1.1923440047274099,0.23312638664478058,0.6306123269779377
A549,Adenine,0.050000000745058,4,b1,0.017715275287628174,0.3852214572715594,0.04598724955017214,0.9633204125432936,0.9913336298272113
A549,Adenine,0.5,5,b1,0.2637261468917132,0.30562186386626367,0.8629164928040505,0.38818338199994695,0.7554873983290442
A549,Adenine,5.0,6,b1,0.1695477738976478,0.20348059112997102,0.8332380644075827,0.4047104789425475,0.7663570266671633
A549,Adenine,5.0,14,b1,0.5408398732542992,0.4682858933214375,1.1549352243311324,0.24811695348082785,0.6460253110068315
A549,Adenosine,0.050000000745058,4,b1,0.29262146353721624,0.2945266518307343,0.9935313552044418,0.32045107799735384,0.7070087602790305
A549,Adenosine,0.5,5,b1,-0.5134415477514267,0.2518218677322582,-2.0389077103396263,0.04145923925168102,0.3107770094561119
A549,Adenosine,5.0,6,b1,0.018660262227058397,0.2569387293236277,0.07262533864077308,0.942104262640295,0.986329625591947
A549,Adenosine,5.0,14,b1,1.4017343819141388,0.4923311129446967,2.8471375159091252,0.004411430159137544,0.10045920662496206
A549,Afatinib,0.050000000745058,1,b1,0.021203517913818415,0.39104803899553126,0.054222284219307186,0.95675806655917,0.9901693160866292
A549,Afatinib,0.050000000745058,7,b1,-1.0430728197097778,0.39332645342909955,-2.651926435702603,0.008003397723595715,0.1380986296972545
A549,Afatinib,0.050000000745058,13,b1,-0.8109350488521159,0.3895429987364649,-2.081760040566748,0.03736439338028988,0.2965599184359133
A549,Afatinib,0.5,2,b1,0.25348664820194244,0.23363841328832818,1.0849527893733808,0.277942565544942,0.6733998607141334
A549,Afatinib,0.5,8,b1,-0.44522155821323406,0.39142800277285494,-1.1374289909237676,0.25535899361872605,0.6535003521261125
A549,Afatinib,0.5,13,b1,-0.7000372745096684,0.4053852985876659,-1.7268442564359126,0.08419563786980444,0.42065930301918286
A549,Afatinib,5.0,3,b1,0.5831542015075684,0.303037072348535,1.9243658770464211,0.054308738474066406,0.35004456141708007
