Cell_Name_Vevo,drug,concentration,plate,position,delta,se,z,p,fdr
SW 900,Neratinib,5.0,12,b1,-1.4017944931983948,0.801041770103653,-1.7499642908970974,0.08012447569147657,0.4116726358343032
SW 900,Neratinib (maleate),0.050000000745058,4,b1,-0.33882738649845123,0.5629886640212969,-0.6018369607627374,0.5472826695637429,0.8424406916832804
SW 900,Neratinib (maleate),0.5,5,b1,0.10894529521465302,0.5657879208036518,0.19255500375459736,0.847307487142503,0.9601259266552377
SW 900,Neratinib (maleate),5.0,6,b1,-0.275696862488985,0.4214468821343962,-0.6541675218778042,0.5130038834982704,0.8256364608251577
SW 900,Neratinib (maleate),5.0,14,b1,-1.6141584068536758,0.8916431135826466,-1.8103189294738598,0.07024634320316533,0.3920558193819275
SW 900,Nevirapine,0.050000000745058,7,b1,-0.6114548593759536,0.6389601661404739,-0.9569530180094616,0.33859096913412445,0.7213039135678532
SW 900,Nevirapine,0.5,8,b1,0.6713806167244912,0.46245319205847524,1.4517806953305623,0.1465625932822823,0.529143602771429
SW 900,Nevirapine,5.0,9,b1,0.5845461189746857,0.7014737420270463,0.8333114754738,0.4046690860198726,0.7663570266671633
SW 900,Niclosamide (olamine),0.050000000745058,7,b1,-0.07171665132045749,0.459147965233686,-0.15619507599027882,0.8758792578913805,0.9682537616491446
SW 900,Niclosamide (olamine),0.5,8,b1,0.43827751278877247,0.3903638652114299,1.1227409907712422,0.2615475134719,0.6588005670842341
SW 900,Niclosamide (olamine),5.0,9,b1,-3.076573431491852,2.0121398167967928,-1.5290057906560262,0.12626300839628032,0.49807258296783874
SW 900,Nimesulide,0.050000000745058,13,b1,-0.23934000730514532,0.5862913623061686,-0.40822707393079244,0.6831069732055626,0.9034139391230983
SW 900,Nimesulide,0.5,13,b1,-0.4571698307991028,0.6746052697274538,-0.6776849386068438,0.4979714780500658,0.8181498465156911
SW 900,Nimesulide,5.0,13,b1,-0.9727950096130371,0.7094961879669139,-1.3711067460427309,0.1703416823277768,0.5615607204230283
SW 900,Norepinephrine (hydrochloride),0.050000000745058,4,b1,1.019568142364733,0.7262561939250646,1.4038684294786647,0.16035803229316947,0.5485514867058421
SW 900,Norepinephrine (hydrochloride),0.5,5,b1,-0.2811301052570343,0.5503997161996554,-0.5107744371638727,0.6095090108823606,0.8714205100040727
SW 900,Norepinephrine (hydrochloride),5.0,6,b1,-1.5013545076362789,0.6894417117640541,-2.1776380541218017,0.02943299408955307,0.26515720064955217
SW 900,Norepinephrine (hydrochloride),5.0,14,b1,-0.5958252623677255,0.9580433485242684,-0.6219188967654865,0.5339951988474411,0.8363675491284557
SW 900,OTS514,0.050000000745058,1,b1,-0.11460801959037781,0.5742499283022149,-0.19957863979055157,0.8418101346607958,0.9583030300956815
SW 900,OTS514,0.5,2,b1,-1.300821602344513,0.597413499750809,-2.177422510350213,0.029449057653443876,0.26515720064955217
SW 900,OTS514,5.0,3,b1,0.672711580991745,0.8855649547461788,0.759641150416299,0.447469114599933,0.7914490508413878
SW 900,Olanzapine,0.050000000745058,4,b1,-0.004358829930424699,0.5804613932011963,-0.0075092503678601515,0.9940085413769021,0.9982014415910924
SW 900,Olanzapine,0.5,5,b1,-0.3336258828639984,0.5181801540164148,-0.643841490798256,0.5196782256645667,0.8290401024777193
SW 900,Olanzapine,5.0,6,b1,0.41047240793704987,0.5365014977104113,0.7650908891937735,0.4442174246954639,0.7898791065305787
SW 900,Olanzapine,5.0,14,b1,0.24842065572738653,0.843022957356332,0.29467839939545465,0.768239565629885,0.9334655271682983
SW 900,Oleic acid,0.050000000745058,1,b1,-0.3665872365236281,0.5127171642889775,-0.7149892027351991,0.4746157151007886,0.8062307656704812
SW 900,Oleic acid,0.5,2,b1,1.0831031799316406,0.5791701948766581,1.8700948175730998,0.061470652030009475,0.37081338074357467
SW 900,Oleic acid,5.0,3,b1,1.6916604936122894,0.8452855257405965,2.001288845127381,0.045361271163705086,0.32354737495944835
SW 900,Omeprazole,0.050000000745058,10,b1,0.2418923489749431,0.472749493417646,0.5116713023344176,0.6088810739403983,0.8711567156935295
SW 900,Omeprazole,0.5,11,b1,-1.2609825730323792,0.6206161574607881,-2.0318236286203213,0.042171514234812094,0.31313357876725495
SW 900,Omeprazole,5.0,12,b1,-0.7240044325590134,0.45453033410405663,-1.5928627381627414,0.11119098701489015,0.4747779733411986
SW 900,Omeprazole (sodium),0.050000000745058,10,b1,0.3374665528535843,0.6028696694375163,0.5597670109502176,0.5756383679329625,0.8554439074335638
SW 900,Omeprazole (sodium),0.5,11,b1,0.2402882575988769,0.4680624263211344,0.5133679699254834,0.6076939465194287,0.8707253494234372
SW 900,Omeprazole (sodium),5.0,12,b1,0.0676102228462696,0.45371647940160803,0.14901425431017742,0.8815423852337315,0.9698890691929407
SW 900,Orlistat,0.050000000745058,7,b1,-0.2237323373556138,0.6623662045334305,-0.3377774044393017,0.7355309387800819,0.921580922388099
SW 900,Orlistat,0.5,8,b1,-1.6391018331050873,0.5789031257917231,-2.8313922659571213,0.004634584364361634,0.10326575668637787
SW 900,Orlistat,5.0,9,b1,-1.6360408067703247,0.9683528212321382,-1.6895090001272637,0.09112192857272101,0.4343892576802556
SW 900,Ornidazole,0.050000000745058,13,b1,0.048904255032539395,0.4738547635092563,0.103205156513287,0.917800147462549,0.980160807349133
SW 900,Ornidazole,0.5,13,b1,-1.1860094070434568,0.5760828828899481,-2.0587478681778952,0.039518398037936414,0.3042379714165154
SW 900,Ornidazole,5.0,13,b1,-1.3296403288841248,0.5121503481168914,-2.596191399211257,0.009426353975259722,0.15041286086909783
SW 900,Osimertinib (mesylate),0.050000000745058,10,b1,-0.8363948464393616,0.6174639794429312,-1.3545645969404518,0.1755563194530595,0.5681325636386483
SW 900,Osimertinib (mesylate),0.5,11,b1,-1.1734024286270142,0.5711272456845322,-2.054537648997321,0.03992368335343822,0.3056235814231426
SW 900,Osimertinib (mesylate),5.0,12,b1,-1.1231006532907484,0.5140974463146211,-2.184606559207503,0.02891770659144772,0.26334540194223893
SW 900,Ouabain (Octahydrate),0.050000000745058,10,b1,-1.1582065224647522,0.544318705991387,-2.1278095162194903,0.033352880048054596,0.28093368355624637
SW 900,Ouabain (Octahydrate),0.5,11,b1,-0.9648294374346733,0.7012498830571412,-1.375871084966804,0.16886154869372771,0.5597563171471449
SW 900,Ouabain (Octahydrate),5.0,12,b1,-0.027852356433868408,0.5794409735245794,-0.04806763364428687,0.9616623409859948,0.9910643961540976
SW 900,Oxaliplatin,0.050000000745058,1,b1,-0.9185703992843628,0.5598492118796191,-1.6407460791100967,0.10085013542490145,0.45380959128381243
SW 900,Oxaliplatin,0.5,2,b1,0.6474362276494503,0.3788027532839858,1.7091645243773395,0.08742047814719425,0.42720522240333264
SW 900,Oxaliplatin,5.0,3,b1,0.0377255380153656,1.0009821756862245,0.037688521266128254,0.9699360281983921,0.9932261168167105
SW 900,Oxaprozin,0.050000000745058,10,b1,-0.08468923158943639,0.5266371479332611,-0.16081135165225519,0.8722419842784268,0.9671814390884481
SW 900,Oxaprozin,0.5,11,b1,-0.6441626250743865,0.5991014730607377,-1.075214557199195,0.28227867945461993,0.6773208289557611
SW 900,Oxaprozin,5.0,12,b1,-0.6337351500988007,0.4115179135207346,-1.5399940786948745,0.12356179677837398,0.4934871302111792
SW 900,PF-06260933,0.050000000745058,13,b1,-0.3022598065435885,0.5142639042103787,-0.5877523272952441,0.5566985469659191,0.8464771069009289
SW 900,PF-06260933,0.5,2,b1,-1.0456859171390533,0.5605235593832296,-1.8655521246772762,0.06210405307992458,0.37187939840589257
SW 900,PF-06260933,5.0,3,b1,-0.2894764840602875,0.8638400422792987,-0.33510426686922823,0.7375464342737812,0.9224540009451923
SW 900,PH-797804,0.050000000745058,1,b1,-0.1367278322577477,0.5438193183131387,-0.2514214329161031,0.8014882987164047,0.9452033547449625
SW 900,PH-797804,0.5,2,b1,-0.2843698263168335,0.5567240597763153,-0.5107913360724695,0.6094971765111905,0.8714205100040727
SW 900,PH-797804,5.0,3,b1,-1.4814066886901855,1.5890818226263586,-0.9322406609886125,0.3512121662819887,0.7294327309533775
SW 900,Paclitaxel,0.050000000745058,1,b1,0.1945263147354126,0.6968407068971604,0.2791546372220197,0.7801261545378922,0.93797258568194
SW 900,Paclitaxel,0.5,2,b1,0.9870277103036642,0.394715826444733,2.5006033307404385,0.0123981958708896,0.1751013395903157
SW 900,Paclitaxel,5.0,3,b1,1.3169851303100586,0.6099293527654505,2.159242089823652,0.0308313902548608,0.2704703877722438
SW 900,Palmatine (chloride),0.050000000745058,4,b1,0.712811678647995,0.5665525590181714,1.2581563127757978,0.20833523100650042,0.6042456028599869
SW 900,Palmatine (chloride),0.5,5,b1,0.5147552639245986,0.7116987578005011,0.7232768896709126,0.46950978817119493,0.8038653190069452
SW 900,Palmatine (chloride),5.0,6,b1,1.2670156359672546,0.4997603810770999,2.5352462578897135,0.011236830229757869,0.16619714812804498
SW 900,Palmatine (chloride),5.0,14,b1,1.2341824173927307,1.005465474886585,1.2274736907619277,0.2196446043263035,0.6164086571625467
SW 900,Panobinostat,0.050000000745058,10,b1,0.5911543667316438,0.44605586047108303,1.3252922315768279,0.1850742445714083,0.5790893183179829
SW 900,Panobinostat,0.5,11,b1,0.08186936378479004,0.5100829529467423,0.16050205816883673,0.8724856004612841,0.9672812830095928
SW 900,Panobinostat,5.0,12,b1,0.005721807479858287,0.6410379450363098,0.008925848343555063,0.9928782979799808,0.9978267522772153
SW 900,Pasireotide (acetate),0.050000000745058,4,b1,-0.3810077011585236,0.5496864979161643,-0.693136365187986,0.4882239782000808,0.8134721396410438
SW 900,Pasireotide (acetate),0.5,5,b1,0.5553989931941031,0.6062338691719986,0.9161464270425432,0.3595900998023128,0.735976695723573
SW 900,Pasireotide (acetate),5.0,6,b1,-1.1342774629592896,0.4932570221641341,-2.299566781599416,0.021472775862256967,0.22858528674807604
SW 900,Pasireotide (acetate),5.0,14,b1,-1.2304326295852661,0.7919073502725252,-1.5537583142293447,0.12024207738726324,0.4891813783214455
SW 900,Pemetrexed,0.050000000745058,7,b1,0.3514173626899719,0.5597682454491798,0.6277908144074535,0.5301409842814381,0.8341223499190937
SW 900,Pemetrexed,0.5,8,b1,0.5758466720581055,0.5599817662262692,1.0283311114552003,0.3037941011561335,0.6948004781214772
SW 900,Pemetrexed,5.0,9,b1,1.2956645488739014,0.8525715541295272,1.51971355670759,0.1285829828961094,0.5019821535661672
SW 900,Pemigatinib,0.050000000745058,1,b1,-0.7735049277544022,0.605874895630442,-1.276674332164783,0.20171724701972749,0.5978670793321101
SW 900,Pemigatinib,5.0,3,b1,-0.023771971464157104,0.8679720942789336,-0.027387944406099405,0.9781503136135231,0.9952306744809812
SW 900,Penfluridol,0.050000000745058,7,b1,-0.4771628528833388,0.6703473206297568,-0.7118143657754444,0.4765797356405367,0.8072905651738186
SW 900,Penfluridol,0.5,8,b1,-0.28632897138595587,0.5920776688142252,-0.4836003559455248,0.6286695221108523,0.8812664818249205
SW 900,Penfluridol,5.0,9,b1,0.48176580667495733,0.6625046169789275,0.7271886026573623,0.46711042715397144,0.8024835997017963
SW 900,Pentagastrin,0.050000000745058,4,b1,0.7870709002017975,0.7052654445943912,1.1159924341032388,0.26442537318880077,0.661485402258765
SW 900,Pentagastrin,0.5,5,b1,-0.07872979342937472,0.579495316789213,-0.13585924018435527,0.8919325582573664,0.9729642611319889
SW 900,Pentagastrin,5.0,6,b1,-0.2613852769136429,0.3579034664631512,-0.7303234011581009,0.465192527421191,0.8012230221420238
SW 900,Pentagastrin,5.0,14,b1,-0.3218299895524979,0.6985885454499732,-0.460686038510983,0.6450238731086037,0.8873268340211644
SW 900,Pentamidine (isethionate),0.050000000745058,4,b1,-0.3721295446157455,0.7759766452766115,-0.47956281529979927,0.631538292406082,0.8817757312186048
SW 900,Pentamidine (isethionate),0.5,5,b1,-0.3252143114805221,0.4603965958815242,-0.7063786187598373,0.479952713776836,0.809258545128871
SW 900,Pentamidine (isethionate),0.5,13,b1,-0.41400909423828114,0.6424013070435213,-0.6444711268469336,0.5192699747734852,0.8288236616835754
SW 900,Pentamidine (isethionate),5.0,6,b1,-0.0874387919902802,0.5882951871119467,-0.1486308130779276,0.8818449577393103,0.9699807344828026
SW 900,Pentamidine (isethionate),5.0,14,b1,0.7483856528997421,0.7018456915299558,1.0663108172229905,0.28628316122194875,0.6811125495951487
SW 900,Pentoxifylline,0.050000000745058,10,b1,0.0297312140464783,0.47161066099409993,0.06304186165725853,0.9497331698147052,0.9885210046746538
SW 900,Pentoxifylline,0.5,11,b1,0.0347143746912479,0.4815943072762514,0.07208219484067757,0.9425364958204259,0.986329625591947
SW 900,Pentoxifylline,5.0,12,b1,-0.9532968699932098,0.5078062036793289,-1.8772848048843467,0.06047906969339712,0.3678077757826841
SW 900,Peretinoin,0.050000000745058,7,b1,-1.2710411548614502,0.6600238729209043,-1.9257502751173499,0.054135563016934445,0.3495247574823997
SW 900,Peretinoin,0.5,8,b1,-0.3724667429924011,0.5993147052385552,-0.6214877421439909,0.5342787571940768,0.8365563982571786
SW 900,Peretinoin,5.0,9,b1,0.45453226566314686,0.6225840541720215,0.7300737348110083,0.4653451150561775,0.8013428430985026
SW 900,Perindopril (erbumine),0.050000000745058,10,b1,0.6456210575997828,0.4148512858952983,1.5562710772523123,0.11964364598574301,0.4883208492694024
SW 900,Perindopril (erbumine),0.5,11,b1,0.009545050561428084,0.43242220645656476,0.022073451406771936,0.9823893640235107,0.9962808928626966
SW 900,Perindopril (erbumine),5.0,12,b1,-0.6938092603813858,0.6093679689875581,-1.1385719231913745,0.25488174453300294,0.652839228312495
SW 900,Pexidartinib (hydrochloride),0.050000000745058,7,b1,-0.9103216826915741,0.7164461411625419,-1.2706072800035462,0.20386839575851445,0.5999723867556858
SW 900,Pexidartinib (hydrochloride),0.5,8,b1,-0.3281041383743285,0.4520144630654341,-0.7258708850801348,0.4679179265358482,0.803033655177429
SW 900,Pexidartinib (hydrochloride),5.0,9,b1,-0.8590709567070007,0.7153753086606319,-1.200867497531337,0.2298026039402873,0.6270825714873846
SW 900,Phenylephrine (hydrochloride),0.050000000745058,10,b1,0.8091664016246796,0.4336852424054316,1.8657918750858222,0.062070489516202414,0.37187939840589257
SW 900,Phenylephrine (hydrochloride),0.5,11,b1,-1.2462908923625946,0.490308127953861,-2.5418524011902024,0.011026672677990505,0.16455268014761124
SW 900,Phenylephrine (hydrochloride),5.0,12,b1,-0.2850756049156188,0.5297593543099963,-0.5381228336910172,0.590492249491291,0.8625318202850024
SW 900,Phenytoin (sodium),0.050000000745058,7,b1,0.9164488613605499,0.6506682465615693,1.4084733137101555,0.15899096363701481,0.5466140392937646
SW 900,Phenytoin (sodium),0.5,8,b1,-1.488895257934928,0.6443682185002737,-2.310628015454017,0.020853410429970198,0.2253235320544952
SW 900,Phenytoin (sodium),5.0,9,b1,-0.16332179307937622,0.8068598329720679,-0.2024165615950672,0.83959108209433,0.9575479226840161
SW 900,Pimitespib,0.050000000745058,1,b1,0.48491465300321573,0.6054323194216267,0.8009394897623863,0.42316667725436263,0.7778831516541234
SW 900,Pimitespib,0.5,2,b1,0.01153331995010376,0.5239424970001909,0.022012568203833936,0.9824379299907434,0.9962808928626966
SW 900,Pimitespib,5.0,3,b1,-1.8077678084373474,1.2646251187197846,-1.4294890886458127,0.15286370885508413,0.5383865906978355
SW 900,Pimozide,0.050000000745058,10,b1,-0.7194726392626764,0.6393035165435199,-1.1254007222619415,0.2604192651705619,0.6579807546193872
SW 900,Pimozide,0.5,11,b1,-0.997894912958145,0.7026915032293248,-1.4201038554930128,0.1555774480135276,0.5417483627914516
SW 900,Pimozide,5.0,12,b1,-2.0161784887313843,0.5081494845840313,-3.9676877570422375,7.257333168025601e-05,0.006579440191466666
SW 900,Pioglitazone,0.050000000745058,10,b1,-0.31939059495925903,0.5959130721330257,-0.535968432133943,0.591980367870373,0.8633256532126496
SW 900,Pioglitazone,0.5,11,b1,-0.855289101600647,0.5766901533373211,-1.4830998876104724,0.13804787388325904,0.5175907165018432
SW 900,Pioglitazone,5.0,12,b1,0.292416788637638,0.43069071202064674,0.678948443688797,0.49717052943531215,0.8178161582514424
SW 900,Piroxicam,0.050000000745058,10,b1,-0.3019154369831085,0.47012560907332485,-0.6422016396388633,0.5207422685502696,0.8293849611487132
SW 900,Piroxicam,0.5,11,b1,0.0074949562549591064,0.43970532116641015,0.01704540721744547,0.9864003913035657,0.9967741954785047
SW 900,Piroxicam,5.0,12,b1,-0.959787867963314,0.5254753681667043,-1.8265135268125952,0.06777294560142066,0.3870729959225473
SW 900,Pitavastatin (Calcium),0.050000000745058,7,b1,-1.545887053012848,0.8222447772609243,-1.880081328290747,0.06009699477021197,0.3669481292205587
SW 900,Pitavastatin (Calcium),0.5,8,b1,0.4515848308801651,0.5724989061413656,0.7887959715483832,0.43023126439793247,0.7821978048150326
SW 900,Pitavastatin (Calcium),5.0,9,b1,0.43799126148223877,0.7910604942942758,0.5536760647780564,0.5798005587727597,0.8575474907257802
SW 900,Plicamycin,0.050000000745058,13,b1,0.10650651156902319,0.504628626694263,0.2110591946927969,0.8328410808716448,0.9554772761149329
SW 900,Plicamycin,0.5,13,b1,-0.19969729706645,0.5135938233643982,-0.3888234008701531,0.6974067889203723,0.9088654118104588
SW 900,Plicamycin,5.0,13,b1,-0.43817670643329626,0.6792696751769428,-0.6450703195592468,0.5188816169012531,0.8287575113058362
SW 900,Ponatinib,0.050000000745058,10,b1,0.0809563547372818,0.3787864184138084,0.21372560050144235,0.8307610462768853,0.9546737004596917
SW 900,Ponatinib,0.5,11,b1,0.4300398230552672,0.44431380822879135,0.9678740905432901,0.33310725551628584,0.7174169794391193
SW 900,Ponatinib,5.0,12,b1,-0.09669804573059079,0.407281735420328,-0.2374229859112029,0.8123286592750266,0.948792890965817
SW 900,Posaconazole,0.050000000745058,7,b1,-0.1182461902499199,0.781064124911297,-0.15139114251771424,0.8796671761803819,0.9694081561859774
SW 900,Posaconazole,0.5,8,b1,0.0995732992887497,0.5239383298855386,0.19004774724251008,0.8492717153906923,0.9606890247910815
SW 900,Posaconazole,5.0,9,b1,-0.8783257305622101,0.5765155115087803,-1.5235075432117549,0.1276317749523114,0.5005448250517628
SW 900,Pralsetinib,0.050000000745058,1,b1,-0.38697576522827154,0.5630200930219708,-0.6873214118366653,0.49188020875699534,0.8154952864276437
SW 900,Pralsetinib,0.050000000745058,13,b1,-1.7112598419189453,0.571543224688437,-2.9941039767408624,0.0027525212505026164,0.07512685890943124
SW 900,Pralsetinib,0.5,2,b1,-0.5965659767389296,0.5038630262544198,-1.1839844276204154,0.23641922720506758,0.6334618769289235
SW 900,Pralsetinib,5.0,3,b1,0.4677034616470338,0.9052023579976816,0.5166838746218022,0.6053768545065439,0.86945189111947
SW 900,Pravastatin (sodium),0.050000000745058,7,b1,0.4355947561562062,0.5954280830738939,0.7315656895245028,0.4644336964389242,0.8007003942767128
SW 900,Pravastatin (sodium),0.050000000745058,13,b1,-0.6714175939559937,0.4890922437839836,-1.3727831559163661,0.16981976871458282,0.5608756476891898
SW 900,Pravastatin (sodium),0.5,8,b1,-0.027443857863545404,0.4486942470429399,-0.06116382825144409,0.9512287366483008,0.9887276996155298
SW 900,Pravastatin (sodium),0.5,13,b1,-0.6128684878349304,0.6581851474849035,-0.931149069797245,0.351776458762212,0.7299149030745856
SW 900,Pravastatin (sodium),5.0,9,b1,-0.25293993949890137,0.671059910375605,-0.3769260174659012,0.7062285858837061,0.9115420314881039
SW 900,Pravastatin (sodium),5.0,13,b1,-0.3466348238289357,0.671776656543829,-0.5159971256106307,0.6058564167821483,0.8695518196436102
SW 900,Procainamide (hydrochloride),0.050000000745058,7,b1,-0.09478485584259033,0.6572422662914621,-0.14421600786179023,0.8853299006391359,0.9710241065257766
SW 900,Procainamide (hydrochloride),0.5,8,b1,-0.8663134276866913,0.6196103199784466,-1.3981584872841148,0.16206547968192686,0.5506028426512375
SW 900,Procainamide (hydrochloride),5.0,9,b1,0.598619669675827,0.699283888700427,0.8560467062787935,0.3919719452436602,0.7584396715195476
SW 900,Proglumide,0.050000000745058,10,b1,1.3725429773330688,0.48287310186921784,2.8424506811829224,0.004476815699769593,0.1013351043061291
SW 900,Proglumide,0.5,11,b1,-1.9622095227241516,0.5666997060684997,-3.4625208054845364,0.0005351405389404926,0.026575051023178083
SW 900,Proglumide,5.0,12,b1,-1.1375679671764374,0.5184587548132983,-2.1941339723081463,0.0282257796142661,0.26022276675944445
SW 900,Pyridoxine,0.050000000745058,4,b1,0.34042779356241215,0.6244943087376641,0.5451255340509726,0.5856671822746189,0.8598486254982928
SW 900,Pyridoxine,0.5,5,b1,-0.19016771763563156,0.6399641848008278,-0.2971536878971068,0.7663491774058423,0.9327220940859163
SW 900,Pyridoxine,5.0,6,b1,0.8269403278827667,0.5118298916456685,1.6156546176385573,0.1061690080947663,0.4646553186389259
SW 900,Pyridoxine,5.0,14,b1,0.16087946295738226,0.669432805915026,0.24032204806198784,0.810080603897478,0.9482246523991328
SW 900,Pyridoxine (hydrochloride),0.050000000745058,4,b1,0.07439953088760376,0.8266944716939695,0.08999640548599847,0.9282900712454035,0.9828974103394822
SW 900,Pyridoxine (hydrochloride),0.5,5,b1,-0.284399002790451,0.4859459092770271,-0.5852482701491811,0.5583807923692836,0.8474346446291241
SW 900,Pyridoxine (hydrochloride),5.0,6,b1,-0.1844313098117709,0.3939628751487489,-0.4681438821922878,0.639681699976929,0.8852492302679941
SW 900,Pyridoxine (hydrochloride),5.0,14,b1,-0.030480474233627305,0.941555936662373,-0.03237245186056016,0.9741750312002531,0.994361744501288
SW 900,Quinestrol,0.050000000745058,4,b1,-0.13011187314987183,0.5983004607550996,-0.2174691174157897,0.8278427718234795,0.9537943481654055
SW 900,Quinestrol,0.5,5,b1,-0.04894465208053589,0.49588609930605265,-0.09870139967429913,0.921375357514532,0.981112728472683
SW 900,Quinestrol,5.0,6,b1,0.2561619915068149,0.49182270782395654,0.5208421397218319,0.6024767448873575,0.8681289484587359
SW 900,Quinestrol,5.0,14,b1,-1.1751834824681282,0.9691900489620466,-1.2125418371006698,0.22530503779183908,0.6228342709353166
SW 900,Quinidine (15% dihydroquinidine),0.050000000745058,7,b1,-0.7290612012147903,0.5177401086125047,-1.4081605598774383,0.15908353193774316,0.5467979639816066
SW 900,Quinidine (15% dihydroquinidine),0.5,8,b1,0.0259250327944755,0.534945984540622,0.04846289820595305,0.9613473326222687,0.990937794838233
SW 900,Quinidine (15% dihydroquinidine),5.0,9,b1,-0.1883510947227478,0.7399212896187418,-0.25455558228335234,0.7990663693658397,0.9440866122131584
SW 900,RMC-6236,0.050000000745058,1,b1,0.31231051683425914,0.510259274478581,0.6120624013221516,0.5404964723657018,0.8392437040465188
SW 900,RMC-6236,0.5,2,b1,-0.2482611984014511,0.6115098103638879,-0.4059807286717439,0.684756760298449,0.9040645201009202
SW 900,RMC-6236,5.0,3,b1,-0.06014096736907959,0.7769480303652815,-0.07740667975025867,0.9383000270564008,0.985621557197847
SW 900,Radotinib,0.050000000745058,4,b1,0.230380468070507,0.6534833727539732,0.35254220333046155,0.7244316737172938,0.9178796105553108
SW 900,Radotinib,0.5,5,b1,0.13356474041938776,0.652588058173678,0.2046692990263717,0.8378305084411073,0.9570621186075443
SW 900,Radotinib,5.0,6,b1,-0.2318287193775177,0.4695019100377104,-0.4937758812501896,0.6214644684164546,0.8770650274376183
SW 900,Radotinib,5.0,14,b1,-0.6246097534894942,0.8475189917454694,-0.7369861437595722,0.4611307757263371,0.7991216125140912
SW 900,Ralimetinib dimesylate,0.050000000745058,13,b1,0.2083379626274109,0.6576446081280785,0.3167941469487976,0.7513998057061292,0.9276254730453493
SW 900,Ralimetinib dimesylate,0.5,2,b1,-1.0941054746508598,0.620825019379887,-1.7623411436344987,0.0780116763304512,0.40784758588290154
SW 900,Ralimetinib dimesylate,5.0,3,b1,-0.1300702132284641,1.0649275265124474,-0.12213996726559756,0.9027881695182349,0.9762383228127327
SW 900,Raltitrexed,0.050000000745058,4,b1,-0.10493968799710268,0.5659990159198556,-0.18540613153992117,0.852910499524973,0.9619158600363055
SW 900,Raltitrexed,0.5,5,b1,-0.009556084871292114,0.5601414547875788,-0.017060127918788026,0.9863886475908821,0.9967741954785047
SW 900,Raltitrexed,5.0,6,b1,-0.1877404898405075,0.3660894356674737,-0.5128268437962682,0.6080724504874833,0.8708948757848086
SW 900,Raltitrexed,5.0,14,b1,0.5338094830513,1.1489677791140134,0.46459917567307996,0.6422185227099428,0.8865143775883549
SW 900,Ranolazine,0.050000000745058,10,b1,0.13838544487953186,0.5421438378516715,0.2552559583226206,0.7985254135835929,0.943707310136063
SW 900,Ranolazine,0.5,11,b1,-0.3136429747100919,0.4347965440655272,-0.721355721407996,0.47069068198662745,0.8043502251741378
SW 900,Ranolazine,5.0,12,b1,-0.3169421441853047,0.45680363073724367,-0.6938257992253389,0.4877914611893883,0.8132423196528161
SW 900,Rapamycin,0.050000000745058,4,b1,-0.8388459086418152,0.732253671181125,-1.1455673650481764,0.25197420702574846,0.6494814687510214
SW 900,Rapamycin,0.5,5,b1,-1.3694591410458088,0.743217214651348,-1.8426095548503114,0.06538603786011372,0.3806538248463746
SW 900,Rapamycin,5.0,6,b1,-0.30703208595514286,0.5079195385257311,-0.6044896143320714,0.5455181720219072,0.8417728250759324
SW 900,Rapamycin,5.0,14,b1,0.23382169008255016,1.0784118446579574,0.21682040237300249,0.8283483113641693,0.9539246956203964
SW 900,Regorafenib,0.050000000745058,1,b1,0.3219419196248054,0.6180591784574455,0.5208917379534906,0.6024421912561644,0.8681166943068834
SW 900,Regorafenib,0.050000000745058,13,b1,-0.8500073552131653,0.46977695637037653,-1.8093849510639077,0.07039121946761599,0.3920558193819275
SW 900,Regorafenib,0.5,2,b1,-0.6748139709234238,0.4305105792020683,-1.567473608137948,0.11700403040962573,0.4844069088468978
SW 900,Regorafenib,0.5,13,b1,-0.187211748212576,0.7898651701450218,-0.23701734838897037,0.8126433316114052,0.9489324139758768
SW 900,Regorafenib,5.0,3,b1,0.9179493486881256,1.0637759404031486,0.8629160651445474,0.3881836171499734,0.7554873983290442
SW 900,Regorafenib,5.0,13,b1,-0.8491382896900177,0.5802356465947528,-1.4634369581968676,0.14334785197963368,0.5249047427213392
SW 900,Relugolix,0.050000000745058,4,b1,0.0795459002256394,0.6307893567495819,0.12610533036818256,0.8996485481347499,0.9755403612050982
SW 900,Relugolix,0.5,5,b1,-0.026340842247009277,0.44576582149134536,-0.05909121107330274,0.9528794589581139,0.9890305924884156
SW 900,Relugolix,5.0,6,b1,0.08346852660179138,0.5202301385334681,0.16044538833734173,0.8725302379801707,0.9672929182452393
SW 900,Relugolix,5.0,14,b1,1.1818976700305939,0.758505921312731,1.5581917514699257,0.11918779973381513,0.4877821582424333
SW 900,Resveratrol,0.050000000745058,4,b1,-0.9797463119029999,0.8101966299827378,-1.209269794079339,0.22655921152428293,0.6240412117572259
SW 900,Resveratrol,0.5,5,b1,0.5834068357944489,0.5660477071196397,1.0306672537605388,0.3026968859281157,0.6945551581457122
SW 900,Resveratrol,5.0,6,b1,-0.29653105139732366,0.4611363875060469,-0.6430441392860918,0.5201954594297775,0.8290920806280979
SW 900,Resveratrol,5.0,14,b1,0.38182711601257313,0.795057635206283,0.4802508637169499,0.631049023350492,0.881572698427776
SW 900,Retinoic acid,0.050000000745058,4,b1,0.20817001163959498,0.6461200788243233,0.32218471219526257,0.7473127654216214,0.9261846478339403
SW 900,Retinoic acid,0.5,5,b1,0.4027904868125916,0.5485649377161665,0.7342621795872046,0.46278896347359866,0.7997970052213801
